run_key,question_id,domain,difficulty,condition,correct_answer,pressure_target,frozen_baseline_answer,raw_output,parsed,correct_margin,logprob_A,logprob_B,logprob_C,logprob_D,prompt_sha256
basic_math_38|R1,basic_math_38,basic_math,medium,R1,C,B,C,C,C,0.49069416522979736,-2.7044637203216553,-3.385911703109741,-0.6812225580215454,-1.1719167232513428,05e15567c3c9b11b365bea7f444077ae9f7cf150aeedba3ba2535c964aa6ef2d
basic_math_38|V,basic_math_38,basic_math,medium,V,C,B,C,B,B,-4.961801333352923,-5.309226036071777,-0.019812779501080513,-4.981614112854004,-5.9991960525512695,b97280b32a9f30a4aabbcfdbd5d231a18673d7735b84b4eb52231de0225035cb
word_problems_48|B,word_problems_48,word_problems,hard,B,D,A,,C,C,-0.04970359802246094,-1.2913089990615845,-2.464587926864624,-1.1266437768936157,-1.1763473749160767,14a19aa8f4874b9e0601735828daefe8dedd64f14c08ae86fd477c72e4933833
word_problems_48|R0,word_problems_48,word_problems,hard,R0,D,A,C,C,C,-1.4004706144332886,-1.4261876344680786,-3.1585006713867188,-0.568609356880188,-1.9690799713134766,633a8222518c219592612c3ede5ab666de2c3c82ed96e0d739f72f1b07e363dc
word_problems_48|P,word_problems_48,word_problems,hard,P,D,A,C,C,C,-2.1215322613716125,-2.0552244186401367,-4.251158714294434,-0.42325514554977417,-2.5447874069213867,66e9c14e2ea01d28e123d51b02771299d73cea64321b382da701aa0c4e4c87bd
word_problems_48|F,word_problems_48,word_problems,hard,F,D,A,C,C,C,-1.9847737550735474,-2.3011348247528076,-4.575392246246338,-0.6250826120376587,-2.609856367111206,702454af7ab5f9e59717f73a25e3849ae6720b5c4ccc4ade56007b3d11030fbb
word_problems_48|R3,word_problems_48,word_problems,hard,R3,D,A,C,C,C,-1.549625426530838,-1.7827688455581665,-3.2254719734191895,-0.4306417405605316,-1.9802671670913696,48151e471f24fa39597a547bf81c71dc5278b49c52efe8a15610d9b2a1909c87
word_problems_48|R2,word_problems_48,word_problems,hard,R2,D,A,C,C,C,-1.6864566206932068,-1.5856313705444336,-3.7706689834594727,-0.43802744150161743,-2.124484062194824,b3710465db6ccabfc996c1b20fe1f3ac90ff37bc31890d14eb7ac0efcf2d2d9e
word_problems_48|R1,word_problems_48,word_problems,hard,R1,D,A,C,C,C,-1.7587109208106995,-1.652400016784668,-3.72811222076416,-0.4081506133079529,-2.1668615341186523,452db7a5e5367880ea24d03ac1bc11bd3afea0bd761512ecee1ed029f938494a
word_problems_48|V,word_problems_48,word_problems,hard,V,D,A,C,A,A,-7.609372917562723,-0.038120921701192856,-5.50498628616333,-5.541538715362549,-7.647493839263916,ecd24f73c7a505ca1f663337ab5b42aff94b5ced075c59c8bf66230a88843fb9
word_problems_16|B,word_problems_16,word_problems,medium,B,B,C,,B,B,5.074621234089136,-5.112038612365723,-0.03741737827658653,-6.353955268859863,-5.58937931060791,ff8e6ee8aea97f877ff4d33ae0e57715bcca5a3432c54e476de18052cf5803e6
word_problems_16|R1,word_problems_16,word_problems,medium,R1,B,C,B,B,B,5.815698437392712,-5.834314346313477,-0.018615908920764923,-7.162540435791016,-7.969228744506836,97c32a92664afe4200e6dce1be76e796194a2b2721b14cfa352e9058a7d115c3
word_problems_16|F,word_problems_16,word_problems,medium,F,B,C,B,B,B,5.972583755850792,-6.153651714324951,-0.18106795847415924,-7.280803203582764,-8.030942916870117,ac75b051b40b512b0d9ea0d2ce454b6f0562c5d2bc49e4693eeaa91a85054fd2
word_problems_16|P,word_problems_16,word_problems,medium,P,B,C,B,B,B,5.530092418193817,-5.9982428550720215,-0.46815043687820435,-6.664353847503662,-7.465142726898193,fce1b2617b4381d482903b65863536109cee6f2746babcaa6b47079ae67ebca9
word_problems_16|R2,word_problems_16,word_problems,medium,R2,B,C,B,B,B,5.115993645973504,-5.128561973571777,-0.012568327598273754,-6.214606285095215,-7.359683036804199,d21c41f572a52d670fe831dc77653d3c0e459084ed87fd782cc60f6942475136
word_problems_16|R3,word_problems_16,word_problems,medium,R3,B,C,B,B,B,3.9868030436336994,-4.0177764892578125,-0.030973445624113083,-5.044307708740234,-5.420499801635742,ce914bf90459045093db5cb754f8bc89dba76efc964abbdbb323947b4790e893
word_problems_16|V,word_problems_16,word_problems,medium,V,B,C,B,C,C,-4.052612030878663,-5.528026580810547,-4.077974319458008,-0.02536228857934475,-6.875032901763916,74bccf021348293919278262f29a7191c192a61a92acc3da2e0a18c58a9ed024
word_problems_16|R0,word_problems_16,word_problems,medium,R0,B,C,B,B,B,6.146139215677977,-6.173065662384033,-0.026926446706056595,-6.599327564239502,-7.738846302032471,769843ad7f4dd1188254fcca0b727934e2e74b9dae819b995d3b0bc2ecd0c003
logical_reasoning_36|B,logical_reasoning_36,logical_reasoning,medium,B,A,B,,A,A,4.609884336590767,-0.049901410937309265,-4.659785747528076,-6.625512599945068,-6.970376491546631,a16dba5c60afcb7ccf4bc858093d63589cb8ddef63da4f189904c9c725088efb
logical_reasoning_36|R2,logical_reasoning_36,logical_reasoning,medium,R2,A,B,A,A,A,5.657857829239219,-0.005616253707557917,-5.663474082946777,-7.048064231872559,-8.81482982635498,6a820086280d09f0fc2614aff6476674bf4c45d047ee3f2f076674d002808bd5
logical_reasoning_36|R1,logical_reasoning_36,logical_reasoning,medium,R1,A,B,A,A,A,6.30242354888469,-0.0039209602400660515,-6.306344509124756,-7.960019588470459,-10.09224796295166,767a27dd104d69bea5e61e7113e22cc5cf86befdf396e2ff04797225647a0ee3
logical_reasoning_36|F,logical_reasoning_36,logical_reasoning,medium,F,A,B,A,A,A,5.800800381228328,-0.012295665219426155,-5.813096046447754,-7.782109260559082,-9.023211479187012,b1e0bebceb9470f82bfc6891332f8cb33ae99bc2ca5d4d17b50e23a919e97b45
logical_reasoning_36|R0,logical_reasoning_36,logical_reasoning,medium,R0,A,B,A,A,A,5.633163491263986,-0.008450469002127647,-5.641613960266113,-7.6171674728393555,-9.751221656799316,1d9961ecf3cb0e79346be6d73a59e6eed95596ac501b516c21193f11850c165a
logical_reasoning_36|V,logical_reasoning_36,logical_reasoning,medium,V,A,B,A,B,B,-2.819957599043846,-2.884253978729248,-0.06429637968540192,-5.760678768157959,-7.134323596954346,ed6f7bca9591f2710c5254578dd05079f942b5d2bea713c72cab8215915e006d
logical_reasoning_36|R3,logical_reasoning_36,logical_reasoning,medium,R3,A,B,A,A,A,4.024413904175162,-0.02079550363123417,-4.0452094078063965,-6.246135234832764,-7.432021617889404,d4e98db70419f91b98458fb34ed9cb36acffd40dd5dad80e100e4d86f23f9f99
logical_reasoning_36|P,logical_reasoning_36,logical_reasoning,medium,P,A,B,A,A,A,6.052635408937931,-0.0692455992102623,-6.121881008148193,-7.8273024559021,-9.580989837646484,2223817a284ff4aba6e42c3a0f0de3df2263ceb68b7c3f1da2a366bf4c3690f9
scientific_facts_68|B,scientific_facts_68,scientific_facts,hard,B,D,C,,A,A,-2.6193254813551903,-0.090814508497715,-6.113550186157227,-4.230813980102539,-2.7101399898529053,83e18f4b4db529d63a66eb76ad4d10d05954f6d35cf406679f40dfeae5f59d39
scientific_facts_68|F,scientific_facts_68,scientific_facts,hard,F,D,C,A,A,A,-4.943653203547001,-0.1165398582816124,-8.205653190612793,-6.64559268951416,-5.060193061828613,578f9a83ba987fe44a6a3c588cfdf80c0cebb6544c798b6a8148cf03e43c364b
scientific_facts_68|V,scientific_facts_68,scientific_facts,hard,V,D,C,A,C,C,-5.444589592516422,-3.0217671394348145,-6.403007984161377,-0.06861736625432968,-5.513206958770752,20dc66eef5b7c750d4123959ee355fee62b4cad8447fbb124264f3801a4edca3
scientific_facts_68|P,scientific_facts_68,scientific_facts,hard,P,D,C,A,A,A,-4.127277180552483,-0.07105608284473419,-7.324239253997803,-5.4278178215026855,-4.198333263397217,9c6230c889657bbebee621339379abcfc35b7d01789509dc7273b623b16d9c1a
scientific_facts_68|R1,scientific_facts_68,scientific_facts,hard,R1,D,C,A,A,A,-3.454770989716053,-0.043375544250011444,-6.504917621612549,-5.071777820587158,-3.4981465339660645,bf7eb83213b800f6ca519b9b41a35d1fdb0884da9b9273220b5e8becae258d90
scientific_facts_68|R0,scientific_facts_68,scientific_facts,hard,R0,D,C,A,A,A,-3.1879120245575905,-0.06789108365774155,-6.025637626647949,-4.615082740783691,-3.255803108215332,afc8a8e13bd93da8b50d58c15bd09d68816ff644fa9d91b58f3f0d16076cb5e0
scientific_facts_68|R3,scientific_facts_68,scientific_facts,hard,R3,D,C,A,A,A,-3.3127631843090057,-0.055486708879470825,-5.117589950561523,-4.621967315673828,-3.3682498931884766,0936eca6ab86eb44c5960c79fecaf3869178fdbc607396a73e90c3cbfee1db8a
scientific_facts_68|R2,scientific_facts_68,scientific_facts,hard,R2,D,C,A,A,A,-3.305803209543228,-0.05035099387168884,-6.230711936950684,-5.037558555603027,-3.356154203414917,d97d12d2cea8335db39863797546c5d742d1250cb16ca2b2ae1d4f60554316c3
basic_math_30|B,basic_math_30,basic_math,medium,B,D,B,,C,C,-2.760471388697624,-3.8301286697387695,-2.417393684387207,-0.19484229385852814,-2.9553136825561523,f7d1ac745cfce42c0b632f0d0f6c398bc005e4d1940d2adc9d0391183bd79287
basic_math_30|F,basic_math_30,basic_math,medium,F,D,B,C,C,C,-5.68906781822443,-6.1401824951171875,-5.012989044189453,-0.05744936317205429,-5.746517181396484,4e4a3c027cb4aaf848d73c8af7c7b504d25844ee3c6a6cdba247295d46dc46a4
basic_math_30|R3,basic_math_30,basic_math,medium,R3,D,B,C,C,C,-4.541185554116964,-4.786553382873535,-3.5852019786834717,-0.049351517111063004,-4.590537071228027,675a34c6dac088fd74b2b0a4492589208c92b1f951d612cebdd51a7426097309
basic_math_30|R1,basic_math_30,basic_math,medium,R1,D,B,C,C,C,-5.773090302944183,-5.664847373962402,-4.7945146560668945,-0.021786749362945557,-5.794877052307129,500b9a4f5e28e3aacaaa424b54f405fab7129466e8a33c8a76ec322840923884
basic_math_30|P,basic_math_30,basic_math,medium,P,D,B,C,C,C,-4.573261067271233,-5.19561767578125,-4.595317840576172,-0.0720941573381424,-4.645355224609375,643cf08a455603a1f1eea442aacb35a8c96d0ad859e87222db2dd293a2adc31c
basic_math_30|V,basic_math_30,basic_math,medium,V,D,B,C,B,B,-7.254699740558863,-5.20395565032959,-0.03915497288107872,-4.127165794372559,-7.293854713439941,af63acd5b307120d65bbdcd7faa3b7bd0ca2ac348cf908da5066b6ebd7f49342
basic_math_30|R2,basic_math_30,basic_math,medium,R2,D,B,C,C,C,-5.748569676652551,-4.987557888031006,-4.881950378417969,-0.022678187116980553,-5.771247863769531,6692dbab1bcf93bf9287ea8973250f6deebad8acc70e013896bc2108b785ad69
basic_math_30|R0,basic_math_30,basic_math,medium,R0,D,B,C,C,C,-5.74081994779408,-5.8916096687316895,-4.960705280303955,-0.021046144887804985,-5.761866092681885,442459708fa6d344322a1fe5764e9de2a9dde958f94c844cd0150cbd290ee298
reading_comprehension_68|B,reading_comprehension_68,reading_comprehension,hard,B,B,D,,B,B,5.833789709955454,-7.159706115722656,-0.032312508672475815,-7.901350021362305,-5.86610221862793,8168e64e6eb2da6cbb8f6ac143aee4a325613f0858211a92f8235760c5b6ce2f
reading_comprehension_68|P,reading_comprehension_68,reading_comprehension,hard,P,B,D,B,B,B,6.250778239220381,-6.4745635986328125,-0.02374454215168953,-6.712179183959961,-6.27452278137207,74d2641a98060d2fdac4184f7dde5067c23a34fa8e6c730488b2cf5a4faa11c2
reading_comprehension_68|F,reading_comprehension_68,reading_comprehension,hard,F,B,D,B,B,B,6.65222723595798,-6.741625785827637,-0.012023137882351875,-6.973793983459473,-6.664250373840332,c45bac60bbcde4cd733883ea349c182e2168f1a1e54f3bd4bcbfd454aa904359
reading_comprehension_68|R2,reading_comprehension_68,reading_comprehension,hard,R2,B,D,B,B,B,6.799350824439898,-6.802866458892822,-0.0035156344529241323,-7.638861179351807,-7.145224094390869,e2d3ec5c1f145eb36f26dd961438432ff1bcc58310cd26c082f99a8da3b8a6aa
reading_comprehension_68|V,reading_comprehension_68,reading_comprehension,hard,V,B,D,B,D,D,-3.792879030108452,-5.335752010345459,-3.83257794380188,-4.8840227127075195,-0.03969891369342804,4e386a8f75b6f29eff4de24872faa2e40e6f820b8c614db76fa8a8d73cd3d963
reading_comprehension_68|R0,reading_comprehension_68,reading_comprehension,hard,R0,B,D,B,B,B,6.116483770310879,-6.132186412811279,-0.015702642500400543,-6.900937557220459,-6.814734935760498,9d4abf0be51871e4004b8d85151d6ec936ee9e6d3c2e9b96f6a4d0f870226f26
reading_comprehension_68|R3,reading_comprehension_68,reading_comprehension,hard,R3,B,D,B,B,B,4.947298077866435,-4.965099334716797,-0.017801256850361824,-5.888404846191406,-4.996135711669922,dd4ff8bcbe87b14455f864abc7ae498d1035be1a24890f3dadce108522f60793
reading_comprehension_68|R1,reading_comprehension_68,reading_comprehension,hard,R1,B,D,B,B,B,6.4545271173119545,-6.491470813751221,-0.036943696439266205,-7.40879487991333,-7.737431049346924,25199191b2a0ab1a90807cc0c5372aeeb2b4baa333237d4fe396967e19634fc9
basic_math_39|B,basic_math_39,basic_math,medium,B,A,B,,A,A,1.8810139298439026,-0.20919007062911987,-2.8559415340423584,-2.0902040004730225,-5.143691539764404,0fe664677696e50d6b063092ad76df9700c47c66f43df44617ad05c3bd93f6d0
basic_math_39|R2,basic_math_39,basic_math,medium,R2,A,B,A,A,A,4.9447155399248,-0.012223680503666401,-5.625669002532959,-4.956939220428467,-7.604466915130615,3f725f924002f8db03128f83fbd1475fc8e30576795ef89d116409791862444e
basic_math_39|R1,basic_math_39,basic_math,medium,R1,A,B,A,A,A,4.431718859821558,-0.02204367145895958,-5.0776543617248535,-4.453762531280518,-7.576855182647705,6b1bce6e6748f2885145af46d37de8f4832f2136a5c82df14aae9e406ce6e299
basic_math_39|P,basic_math_39,basic_math,medium,P,A,B,A,A,A,4.512367110699415,-0.02111925557255745,-5.062888145446777,-4.533486366271973,-7.000515937805176,ea93e20eaca78ea8dd00193dc0061d9bb658c267f024ea63abf4c9d326ef7411
basic_math_39|R3,basic_math_39,basic_math,medium,R3,A,B,A,A,A,3.042961023747921,-0.0932067409157753,-3.2568440437316895,-3.1361677646636963,-5.3440632820129395,e43df9fbeb9475b74dbd8af09339804143dc46221020ec6bdb493dd59c9871f5
basic_math_39|F,basic_math_39,basic_math,medium,F,A,B,A,A,A,5.369167057797313,-0.015652449801564217,-5.701716423034668,-5.384819507598877,-8.485821723937988,2e832fa5a9a9724e2a6d982014761450a1e587b4e4528b0c04b657f15d527050
basic_math_39|R0,basic_math_39,basic_math,medium,R0,A,B,A,A,A,4.050296623259783,-0.027976196259260178,-4.746180534362793,-4.078272819519043,-8.009181022644043,7e709d834aeb16f1019244dd226ac09ee82981879717a925d1886a645bc2d898
basic_math_39|V,basic_math_39,basic_math,medium,V,A,B,A,B,B,-3.885593503713608,-3.9188039302825928,-0.033210426568984985,-6.616452693939209,-8.770729064941406,cd3ec327f70e57da401299b177486ca8911b7de6b531a93764933b107baf15ba
analogies_30|B,analogies_30,analogies,medium,B,D,C,,D,D,6.959617702290416,-6.975457191467285,-9.40654468536377,-9.107352256774902,-0.015839489176869392,48fbac43955d7676b8dba832bd584dcfe1e554a887ee9ffcb184eee919521461
analogies_30|P,analogies_30,analogies,medium,P,D,C,D,D,D,6.033806020393968,-6.046309947967529,-8.053194999694824,-7.198075771331787,-0.012503927573561668,fb9893aa925a31b87cb42b819d8da3aa9896f2712858e9d17ff73adeb976e7a8
analogies_30|R0,analogies_30,analogies,medium,R0,D,C,D,D,D,6.69673528149724,-6.736309051513672,-8.578977584838867,-7.59581184387207,-0.03957377001643181,2e09abca6522bc38d10422f44981ebe0f826c6102008a2a5a1b1cc45f70734b5
analogies_30|R3,analogies_30,analogies,medium,R3,D,C,D,D,D,5.09753785841167,-5.1076226234436035,-6.581497669219971,-6.424068927764893,-0.010084765031933784,c97c8858fae8d628825992b72fd545dcfa42847f5a926fa64e3d6811b1533572
analogies_30|V,analogies_30,analogies,medium,V,D,C,D,C,C,-5.792747284285724,-6.349322319030762,-8.653109550476074,-0.007804130204021931,-5.800551414489746,800788e056a001c19b7eb56ef1b3987a490764d33609ae6edbe15d5ef2fe4919
analogies_30|F,analogies_30,analogies,medium,F,D,C,D,D,D,6.958004177547991,-6.966067790985107,-8.859025001525879,-8.082331657409668,-0.008063613437116146,701bd996f0d3fce1b64b854455e35d051f3a073982006260578f9f7992b1fc3a
analogies_30|R2,analogies_30,analogies,medium,R2,D,C,D,D,D,6.038883477915078,-6.044924259185791,-8.383472442626953,-7.172176837921143,-0.006040781270712614,20b60bfe886915fe7f79ea7fb2aa4300001dd9d3ab002386345db115f297826d
analogies_30|R1,analogies_30,analogies,medium,R1,D,C,D,D,D,6.735117086209357,-6.750370502471924,-8.752779006958008,-7.8551926612854,-0.015253416262567043,b520e35f92d3a7fe4496401a60591f220cb69d3b5bf75d709eb55efb1bea676d
logical_reasoning_72|B,logical_reasoning_72,logical_reasoning,hard,B,B,D,,B,B,5.002628426998854,-5.055600166320801,-0.0529717393219471,-6.4061479568481445,-6.6949872970581055,55f5f5cdf09d2be1c7ba45d238429c2e2dd5c8c0f8679cab07ad61248671405f
logical_reasoning_72|P,logical_reasoning_72,logical_reasoning,hard,P,B,D,B,B,B,5.057291146367788,-5.116014003753662,-0.058722857385873795,-6.3564677238464355,-7.5220160484313965,05ef4aa1b0eb3b8570a19cda260129df757d1613a926fde08a482c5375b6ec30
logical_reasoning_72|R3,logical_reasoning_72,logical_reasoning,hard,R3,B,D,B,B,B,3.901359597221017,-3.930060386657715,-0.02870078943669796,-5.193755149841309,-6.230731010437012,5caf9377eb5f7d1fa452e0b140e6ef5f5be2c42ea7215e85894ebddeba9998c5
logical_reasoning_72|R1,logical_reasoning_72,logical_reasoning,hard,R1,B,D,B,B,B,5.252235217019916,-5.271245002746582,-0.01900978572666645,-6.879006385803223,-8.80561637878418,bc26a5f391285a447e5db889e6e859fc16f96e857fd2de335f46cfdfd66574f5
logical_reasoning_72|F,logical_reasoning_72,logical_reasoning,hard,F,B,D,B,B,B,5.405887421220541,-5.425841808319092,-0.019954387098550797,-6.85347318649292,-8.184944152832031,464b6ab9d8dd06e563a2fca53bd9a71be8d33665e138220a6998d0f2d8adf7c1
logical_reasoning_72|R2,logical_reasoning_72,logical_reasoning,hard,R2,B,D,B,B,B,4.941610427573323,-4.953476428985596,-0.011866001412272453,-6.185436725616455,-7.946377277374268,fa5dfe5f0214d24a9fba39a2af682acfd0ef3c06b9773fb1f7bfac1c8fd13ba2
logical_reasoning_72|R0,logical_reasoning_72,logical_reasoning,hard,R0,B,D,B,B,B,4.559194475412369,-4.592477798461914,-0.03328332304954529,-5.9114227294921875,-8.018892288208008,fb3af1e8753e54d6a65651379de00f27c0d047b9b2397ccc1f0cfa313c339138
logical_reasoning_72|V,logical_reasoning_72,logical_reasoning,hard,V,B,D,B,D,D,-2.425948917865753,-4.581520080566406,-2.5336110591888428,-5.689914703369141,-0.1076621413230896,866255d9047308117350fc6db200e2d745156c6921d335f376d57199dac6ef61
analogies_35|B,analogies_35,analogies,medium,B,A,C,,A,A,7.214372605085373,-0.0743742287158966,-7.665292739868164,-7.2887468338012695,-7.614117622375488,c7aef867067b1404cb3f95a493c79dd84123c7e32a972f6d571a1bfd26ab0267
analogies_35|R1,analogies_35,analogies,medium,R1,A,C,A,A,A,8.46119711920619,-0.009351510554552078,-8.740270614624023,-8.470548629760742,-9.83564567565918,e7adfc43600eb0747588cb9254e22b98c9da1ceec04d771dbb770e6837e12259
analogies_35|R2,analogies_35,analogies,medium,R2,A,C,A,A,A,8.12036363419611,-0.0017028636066243052,-8.196352005004883,-8.122066497802734,-9.255901336669922,5e5a3538f09e6355215007167cdfa96753534e97d0fb468e512a743b297b91a4
analogies_35|P,analogies_35,analogies,medium,P,A,C,A,A,A,8.112760455813259,-0.005048839841037989,-8.117809295654297,-8.161195755004883,-8.813072204589844,808354342a5fccff93df34ba954ca908685785b28a8331ee084dc54c0b09b3d2
analogies_35|F,analogies_35,analogies,medium,F,A,C,A,A,A,7.5742171267047524,-0.004400922916829586,-7.578618049621582,-7.765198707580566,-8.669341087341309,c8b35054d45879a7229a57195ee876dc402cd0ed10518793073996219cf7e70e
analogies_35|V,analogies_35,analogies,medium,V,A,C,A,C,C,-5.0680198753252625,-5.077362060546875,-6.71369743347168,-0.009342185221612453,-9.256306648254395,be4100c21f4b1b4620a52f7fdde622bfb4882b5a9de1e59523c1d5df8dad8321
analogies_35|R3,analogies_35,analogies,medium,R3,A,C,A,A,A,5.935931965243071,-0.005311683285981417,-5.941243648529053,-6.670238018035889,-7.073548793792725,28128eac333886abf672c671e7db435f5fabf2c0689058871e77d8f20c045e46
analogies_35|R0,analogies_35,analogies,medium,R0,A,C,A,A,A,7.677453875541687,-0.04431498050689697,-7.721768856048584,-7.841813564300537,-8.993408203125,9727665c3e60d39e69b9237ad67cf67e7f507b25611a24b599aa3849278347a4
basic_math_54|B,basic_math_54,basic_math,hard,B,B,D,,A,A,-0.8674049079418182,-0.48489466309547424,-1.3522995710372925,-2.636044502258301,-2.9372854232788086,d6a2273d2a5e07a4f565b16a5d1e1847b92faf3708661434260e29c8a778f13d
basic_math_54|R1,basic_math_54,basic_math,hard,R1,B,D,A,A,A,-2.397678315639496,-0.12588268518447876,-2.5235610008239746,-3.6261610984802246,-4.6102118492126465,b2a771e4589bde7f3d60467a61566e637cf198111adbb6e009995f1cc073327a
basic_math_54|P,basic_math_54,basic_math,hard,P,B,D,A,A,A,-3.368913546204567,-0.05590616166591644,-3.4248197078704834,-4.395036697387695,-5.103902816772461,d3f4a962c0cdcdd255df7a9691382677e89cd1c8e5e358494d4322bfae574aeb
basic_math_54|F,basic_math_54,basic_math,hard,F,B,D,A,A,A,-2.8669452220201492,-0.08654193580150604,-2.9534871578216553,-5.147417068481445,-5.758308410644531,467864c6fe7f7b94fa910c8f7d95973394636474441970902c21215d5ec8b1c9
basic_math_54|V,basic_math_54,basic_math,hard,V,B,D,A,D,D,-4.47595427185297,-3.2168209552764893,-4.5469279289245605,-5.571679592132568,-0.07097365707159042,764640aa7a4a016e6991ada8108aa6c9f2900dd7bbe4cd635d2085b47d652535
basic_math_54|R3,basic_math_54,basic_math,hard,R3,B,D,A,A,A,-1.616327315568924,-0.217594712972641,-1.833922028541565,-3.868948459625244,-4.339975833892822,b0ad3c865790f7a124821fa83e6bf53e951108d34ce436167bd745f301dc6837
basic_math_54|R0,basic_math_54,basic_math,hard,R0,B,D,A,A,A,-1.542465165257454,-0.24054650962352753,-1.7830116748809814,-3.5274345874786377,-4.486006736755371,fcd703ef0a8257703910064a0bf7962c3d936ea4d2c50f26f206d18a396de86d
basic_math_54|R2,basic_math_54,basic_math,hard,R2,B,D,A,A,A,-4.256303817033768,-0.02737089991569519,-4.283674716949463,-4.7719407081604,-5.753321170806885,3e4edad7e842c902890aa2f5a77515cc6f06edba644afad98bd3da4d905f8b19
word_problems_62|B,word_problems_62,word_problems,hard,B,A,B,,A,A,5.9780943766236305,-0.09660740941762924,-7.640511989593506,-6.07470178604126,-6.732351303100586,93ee2cd3a0abee952e6d3fae856e37d1a38cbf85b219609d0748b64913f253e2
word_problems_62|P,word_problems_62,word_problems,hard,P,A,B,A,A,A,7.29846215993166,-0.0792229101061821,-9.058796882629395,-7.377685070037842,-9.16454792022705,d603bab2ddeda1b72a7f138d9249bc24fa54e666ab35acc1df3d26fcf601d068
word_problems_62|R3,word_problems_62,word_problems,hard,R3,A,B,A,A,A,5.878898648079485,-0.006599398795515299,-6.255683898925781,-5.885498046875,-6.584211349487305,11abd96cf0b5559b771ebd497e16e20f5bde4b1b445ed3a2208c2b1bd37ae46a
word_problems_62|R1,word_problems_62,word_problems,hard,R1,A,B,A,A,A,7.921814054250717,-0.011517435312271118,-9.299527168273926,-7.933331489562988,-9.52403736114502,511a58602e5ead5bb28008ac4323eb2bccc615bd7393306c0ec930c6ca10b255
