run_key,question_id,domain,difficulty,condition,correct_answer,frozen_baseline_answer,prior_answer_visible,raw_output,parsed,correct_margin,frozen_B_margin,logprob_A,logprob_B,logprob_C,logprob_D,prompt_sha256
basic_math_34|D3,basic_math_34,basic_math,medium,D3,A,A,False,A,A,0.9747028648853302,0.9747028648853302,-0.42367133498191833,-2.6576876640319824,-1.3983741998672485,-3.641568660736084,140610ba020133f874e280a7ba916a209487bf7ab8f2172fbe334c0e42999090
basic_math_34|D0,basic_math_34,basic_math,medium,D0,A,A,False,A,A,1.34965318441391,1.34965318441391,-0.3047361969947815,-3.3477795124053955,-1.6543893814086914,-3.5597658157348633,8777aabcd2dea50bd259bccaa29c9d721b79800734276414a33ad3bfd518c9c1
word_problems_23|B,word_problems_23,word_problems,medium,B,C,,False,C,C,0.020658493041992188,,-1.559828758239746,-1.9758882522583008,-1.1223173141479492,-1.1429758071899414,9423310dc60a2d7688a0288b69e9ed1b10332e612b7c6e7c214ada621d491d25
word_problems_23|DP,word_problems_23,word_problems,medium,DP,C,C,False,C,C,0.1912250518798828,0.1912250518798828,-1.4785921573638916,-2.2535500526428223,-1.026251196861267,-1.21747624874115,ad184f16717139b3a2a9997463cb5b71f2faa6293c9774c5a3ad8f65e74bc335
word_problems_23|D3,word_problems_23,word_problems,medium,D3,C,C,False,D,D,-0.08592605590820312,-0.08592605590820312,-1.9212440252304077,-2.16636323928833,-1.0604766607284546,-0.9745506048202515,2efa7c184a41c8e21024090657ed09f6f753429df10341a6a8a9ea21afb3ba69
word_problems_23|D1,word_problems_23,word_problems,medium,D1,C,C,False,D,D,-0.04675865173339844,-0.04675865173339844,-1.9352619647979736,-2.149184465408325,-1.0342724323272705,-0.9875137805938721,4e3a0aff8d3e1cdf9e132c3f764bc88d4cc2d255bb8a5027e39b7afaa246e04a
word_problems_23|S0,word_problems_23,word_problems,medium,S0,C,C,True,C,C,0.4469127655029297,0.4469127655029297,-1.871124267578125,-2.681802749633789,-0.7580814361572266,-1.2049942016601562,cbf519a646152ca6eb9ac58b281ab33acaa471299073c74c3298f49b2acb1ddf
word_problems_23|D0,word_problems_23,word_problems,medium,D0,C,C,False,D,D,-0.42150694131851196,-0.42150694131851196,-2.9617297649383545,-2.969324827194214,-1.1214320659637451,-0.6999251246452332,6da0744904640f284c8571e86f027322c2d595478a9742663320fba3d896e665
word_problems_23|D2,word_problems_23,word_problems,medium,D2,C,C,False,C,C,0.127593994140625,0.127593994140625,-1.6453957557678223,-2.2868618965148926,-0.9927506446838379,-1.120344638824463,5b11cf3e4127504595f642ed96709cb8bc1a30ac51769e06c6ebb1282d3c16ab
word_problems_7|B,word_problems_7,word_problems,easy,B,C,,False,C,C,4.388635665178299,,-4.515621662139893,-5.4136643409729,-0.12698599696159363,-6.049152851104736,464bafadad44fb1baa9f50568e46d3c22a22979d377d8aa74ca0697b809edff0
word_problems_7|D2,word_problems_7,word_problems,easy,D2,C,C,False,C,C,4.996429508551955,4.996429508551955,-5.012251377105713,-5.5622124671936035,-0.015821868553757668,-6.203728199005127,2e29488bdb4400288506204ff992051036eed1526056b6b26339b93851f1148d
word_problems_7|S0,word_problems_7,word_problems,easy,S0,C,C,True,C,C,5.11275508441031,5.11275508441031,-5.127400875091553,-5.65071964263916,-0.014645790681242943,-5.863844871520996,4dc79dd63a45e3e7531bb0f5b831baf6d9f0bd3b27fb8072f51ffb708e6fd72a
word_problems_7|DP,word_problems_7,word_problems,easy,DP,C,C,False,C,C,4.135593593120575,4.135593593120575,-4.396820068359375,-4.999671936035156,-0.26122647523880005,-5.827402114868164,0eed3d9c94aa01d350d56ab5c97558653023f57729d34e85cdfb093cf2f43971
word_problems_7|D1,word_problems_7,word_problems,easy,D1,C,C,False,C,C,4.907756928354502,4.907756928354502,-4.928988933563232,-5.4909281730651855,-0.021232005208730698,-5.724257946014404,5af02c9bf8eebfe2a16645ae88b750c08712828610baa59470f2d631079e0772
word_problems_7|D3,word_problems_7,word_problems,easy,D3,C,C,False,C,C,4.59926007501781,4.59926007501781,-4.675740718841553,-4.624867916107178,-0.025607841089367867,-5.703261852264404,e370942a53155a1db0eb699e82c0ea60013eb0d6da59c8376e94b442ab6ebac9
word_problems_7|D0,word_problems_7,word_problems,easy,D0,C,C,False,C,C,5.167764635756612,5.167764635756612,-5.189116954803467,-5.828002452850342,-0.021352319046854973,-5.987544536590576,bbf504978d45422484cce5ef1fafefea7eeb07a36159c37c18a6af9e65157742
basic_math_72|B,basic_math_72,basic_math,hard,B,C,,False,C,C,1.1855984330177307,,-2.9837520122528076,-2.7524096965789795,-0.39031296968460083,-1.5759114027023315,069e0ba0279c469c17acee03082658c356c3220494a2bb46ceac1842a4bca728
basic_math_72|D1,basic_math_72,basic_math,hard,D1,C,C,False,C,C,0.9427758753299713,0.9427758753299713,-4.326888561248779,-3.9088339805603027,-0.37029024958610535,-1.3130661249160767,e2c104200feee3475b4b2fe70312882443d40932ae81839bf07447399d7aed58
basic_math_72|D3,basic_math_72,basic_math,hard,D3,C,C,False,C,C,1.5904121547937393,1.5904121547937393,-4.209136962890625,-3.374370574951172,-0.2428722232580185,-1.8332843780517578,f7193f7a98f99798340330fccf8b97f83c907d2d09ab864b278df3d2ed189a15
basic_math_72|D0,basic_math_72,basic_math,hard,D0,C,C,False,C,C,0.9969635307788849,0.9969635307788849,-4.597828388214111,-5.251821994781494,-0.422355979681015,-1.4193195104599,560001b736c4e928469fa644df85149aa8a45d35bbe6a744659302feed365996
basic_math_72|D2,basic_math_72,basic_math,hard,D2,C,C,False,C,C,1.6544532626867294,1.6544532626867294,-4.975903034210205,-4.42471170425415,-0.198374405503273,-1.8528276681900024,3df47f4aabfd26da2770c00ecc90cb5715b28424c54e678eb0b00fb37ac2fc13
basic_math_72|DP,basic_math_72,basic_math,hard,DP,C,C,False,C,C,1.2107009887695312,1.2107009887695312,-3.477928400039673,-3.3717005252838135,-0.3319551944732666,-1.5426561832427979,d19bd6beb92240a8869c0f8b53c530daa66f15078ce49b5639e35150143813c2
basic_math_72|S0,basic_math_72,basic_math,hard,S0,C,C,True,C,C,1.6351224333047867,1.6351224333047867,-3.593036413192749,-3.612971782684326,-0.2459312528371811,-1.8810536861419678,e710b2d4068d033a4c9ca4b36eac4fe116cef200087deba0d6508a5bd988e2d7
reading_comprehension_36|B,reading_comprehension_36,reading_comprehension,medium,B,B,,False,B,B,5.280084390193224,,-6.250031471252441,-0.020043592900037766,-5.590231895446777,-5.300127983093262,738d926f27dae746c70789e41fdb5a20e65b041bb191f58cbb502e9b520b06a4
reading_comprehension_36|D3,reading_comprehension_36,reading_comprehension,medium,D3,B,B,False,B,B,4.333711422979832,4.333711422979832,-5.14629602432251,-0.025309287011623383,-5.2788567543029785,-4.359020709991455,745af3d89bbfb755b3ba6f98fd1cb3675d1383dcc3d155c2a80fe2623f2b3fe5
reading_comprehension_36|D1,reading_comprehension_36,reading_comprehension,medium,D1,B,B,False,B,B,4.898407131433487,4.898407131433487,-6.1048583984375,-0.07039818167686462,-5.511493682861328,-4.968805313110352,c871d9ec4acfdbac7b201699cd79fdb058fe2872a6cab8277d2a5dbdf6326151
reading_comprehension_36|DP,reading_comprehension_36,reading_comprehension,medium,DP,B,B,False,B,B,4.697853181511164,4.697853181511164,-6.031491279602051,-0.04755106195807457,-4.946450233459473,-4.745404243469238,62f5a08a3498957219ece382db6ca4fbb4f7918387ff4f4cde75fddf96753727
reading_comprehension_36|S0,reading_comprehension_36,reading_comprehension,medium,S0,B,B,True,B,B,4.796776108443737,4.796776108443737,-4.825623512268066,-0.028847403824329376,-4.852301120758057,-5.063177585601807,59d0c0be780735e2ba9d9933f77f577603349558dd7d6d35ebe0c2632dae4aa9
reading_comprehension_36|D2,reading_comprehension_36,reading_comprehension,medium,D2,B,B,False,B,B,5.314510470256209,5.314510470256209,-6.449225425720215,-0.013111943379044533,-5.473877906799316,-5.327622413635254,12d65bb9d6f38e0790f43401d13db1880ad148760fb76b6aa8f971404fdeddf7
reading_comprehension_36|D0,reading_comprehension_36,reading_comprehension,medium,D0,B,B,False,B,B,4.703039405867457,4.703039405867457,-6.174208164215088,-0.017166854813694954,-6.4492692947387695,-4.720206260681152,5da93e189e055446524f386f75504e46c53f515fae406ef312316cd6002d7837
basic_math_70|B,basic_math_70,basic_math,hard,B,C,,False,A,A,-2.02668559551239,,-0.6025084257125854,-1.0715081691741943,-2.6291940212249756,-4.924970626831055,307e35072f8a9c3f9a10ddd2aa1ad23ad8f5729b49416f7d7df1151052266628
basic_math_70|DP,basic_math_70,basic_math,hard,DP,C,A,False,A,A,-1.7751902341842651,0.2916048765182495,-0.7165859937667847,-1.0081908702850342,-2.49177622795105,-4.939885139465332,bb93ec417c214c29dbdee825741547add87e737d0279fabf94baf6590c4fd1cd
basic_math_70|D1,basic_math_70,basic_math,hard,D1,C,A,False,A,A,-2.0628682374954224,0.24196237325668335,-0.6651488542556763,-0.9071112275123596,-2.7280170917510986,-4.95731258392334,8e199438be39c4d9cf1443d2ec6814ccb4a934c22e8079aed879f59ad4d8160c
basic_math_70|D0,basic_math_70,basic_math,hard,D0,C,A,False,B,B,-1.976913571357727,-0.16929060220718384,-0.8646573424339294,-0.6953667402267456,-2.6722803115844727,-5.126370429992676,55a77b3da7008eef43da44556a4b302598901c38946746897a1a8706658393ed
basic_math_70|D2,basic_math_70,basic_math,hard,D2,C,A,False,A,A,-1.3103731870651245,0.00710296630859375,-0.8305448293685913,-0.8376477956771851,-2.140918016433716,-5.603696346282959,9f7572533c4333e18d28928bd0a80603aa3c53624c263c669540c5802633c38f
basic_math_70|S0,basic_math_70,basic_math,hard,S0,C,A,True,A,A,-1.5385836958885193,0.5406150221824646,-0.5898955464363098,-1.1305105686187744,-2.128479242324829,-6.387176990509033,5be9fe48c06fe98737b7441e508e173ebb3821f5e4708696199360db29a987f9
basic_math_70|D3,basic_math_70,basic_math,hard,D3,C,A,False,B,B,-1.884958267211914,-0.16713714599609375,-0.8744590282440186,-0.7073218822479248,-2.592280149459839,-4.358366966247559,26f6f6f59dd33fe4e9e8fc3480cf2a713d634623e96d244ca7792fa9546f8881
scientific_facts_46|B,scientific_facts_46,scientific_facts,hard,B,B,,False,C,C,-1.699039489030838,,-2.882774591445923,-2.0597727298736572,-0.3607332408428192,-2.1473772525787354,64035956105da9f689fa9d140ff3c2bef2660221b3ba80dd61b47a954cb7f4e4
scientific_facts_46|D0,scientific_facts_46,scientific_facts,hard,D0,B,C,False,C,C,-2.484319657087326,1.7078857123851776,-4.822503566741943,-2.827643632888794,-0.3433239758014679,-2.0512096881866455,f1ff2d99ef1d37da81f46bb07b87ff654dc848f170a57c78b2e0db98ecfb86e1
scientific_facts_46|DP,scientific_facts_46,scientific_facts,hard,DP,B,C,False,C,C,-1.6433162987232208,1.6433162987232208,-2.7239630222320557,-1.9985544681549072,-0.3552381694316864,-2.427625894546509,759771226550388e22d9d534db1dcdf72f5b36f9159ef9846f22c9e1a00ccc5d
scientific_facts_46|D1,scientific_facts_46,scientific_facts,hard,D1,B,C,False,C,C,-2.032260835170746,1.688865602016449,-4.027568340301514,-2.3277199268341064,-0.2954590916633606,-1.9843246936798096,7303f6ad5fdbbf8f38c2ded58fc41e507a1b925ae1303d5617018c19bf174b8e
scientific_facts_46|D2,scientific_facts_46,scientific_facts,hard,D2,B,C,False,C,C,-1.9977473318576813,1.862129122018814,-4.035831928253174,-2.273245334625244,-0.27549800276756287,-2.137627124786377,7d4944e2d95f29801eac2cdd4e6a7732c6c1fd250a5aa67391aa70d41389c14a
scientific_facts_46|S0,scientific_facts_46,scientific_facts,hard,S0,B,C,True,C,C,-2.558651089668274,2.558651089668274,-3.374124765396118,-2.739319086074829,-0.18066799640655518,-2.7842330932617188,3974fd344bf80c8220dfbaf5ed8a688d1c24f6f26e0fe21cc148b7fc3d0d89e0
scientific_facts_46|D3,scientific_facts_46,scientific_facts,hard,D3,B,C,False,C,C,-1.5374756455421448,1.5374756455421448,-3.5776655673980713,-1.8646031618118286,-0.32712751626968384,-2.3846800327301025,580b5d3bf997518fbc628d2eb6ee0210f81358ce0ff317cc41d9414cb1616e14
analogies_40|B,analogies_40,analogies,medium,B,A,,False,A,A,8.928133822977543,,-0.08673491328954697,-9.01486873626709,-9.735546112060547,-10.084891319274902,d400b40c0433ef82ef80b4d0725e84511087b525b14a25e33b87deab6450f8d7
analogies_40|D1,analogies_40,analogies,medium,D1,A,A,False,A,A,8.782754261046648,8.782754261046648,-0.058643024414777756,-8.841397285461426,-9.396493911743164,-10.11666488647461,e70594ad860f77cb1fa2e870c9199e332bfb2541ab34821b85c7e0480cd4cdde
analogies_40|DP,analogies_40,analogies,medium,DP,A,A,False,A,A,8.441624939441681,8.441624939441681,-0.4319073557853699,-8.87353229522705,-9.663017272949219,-9.869842529296875,3356eb0f74796ae47b6ff9300a76a344a57d0840d1f4ab7f37a76649aaf90c55
analogies_40|D2,analogies_40,analogies,medium,D2,A,A,False,A,A,10.786049365997314,10.786049365997314,-0.017261028289794922,-10.80331039428711,-11.877466201782227,-12.415842056274414,e7a722f3df886c0e77e71896b2fe3a773ff9ee3d63d69cb50341b9a8fa4636ba
analogies_40|D0,analogies_40,analogies,medium,D0,A,A,False,A,A,10.063068009912968,10.063068009912968,-0.004679106175899506,-10.067747116088867,-10.861371040344238,-10.967668533325195,d1b1ff000e39dcb3c88cd75c2b255504542ce9eb411cc0a30c20f901b360cbd6
analogies_40|D3,analogies_40,analogies,medium,D3,A,A,False,A,A,7.5935648563317955,7.5935648563317955,-0.0024954196996986866,-7.596060276031494,-8.969073295593262,-8.536494255065918,7a0409905d80156a16bbc68c0dd3439bbd4d4ba86893e054aa8f73382e9daacf
analogies_40|S0,analogies_40,analogies,medium,S0,A,A,True,A,A,9.165292548248544,9.165292548248544,-0.0006191262509673834,-9.165911674499512,-9.560111045837402,-10.434049606323242,d2c714a14cfc06e583d8f4eeb6f681b2bbab82721a7ba0d9a8620c95b0163e66
basic_math_8|B,basic_math_8,basic_math,easy,B,D,,False,A,A,-1.4383793473243713,,-0.6044747233390808,-3.2787396907806396,-2.1537892818450928,-2.042854070663452,291aab4bc31b5aa739eb66110d27bb7bda1bfb7c854761d8ba5d264d9bbbbeb5
basic_math_8|S0,basic_math_8,basic_math,easy,S0,D,A,True,A,A,-1.4466610550880432,1.4466610550880432,-0.36177998781204224,-3.2987782955169678,-2.2929952144622803,-1.8084410429000854,d30b449185b6bf48b3c5bf5683abc6f1128735b7ef050a10cf3adc1b9f18741d
basic_math_8|D1,basic_math_8,basic_math,easy,D1,D,A,False,A,A,-1.5605125725269318,1.5605125725269318,-0.3083880841732025,-3.3978731632232666,-2.6301844120025635,-1.8689006567001343,06fe74fdbf41f6b83caa3c6cb6eb7332b32f756c2767f22354e20c13718cc75b
basic_math_8|DP,basic_math_8,basic_math,easy,DP,D,A,False,A,A,-1.0734405517578125,1.0734405517578125,-0.6021285057067871,-2.8812193870544434,-2.029052257537842,-1.6755690574645996,85971a5ce20a0e146990ca430576d85e62e00d4aaa9ff76be7283ecf2656c4de
basic_math_8|D0,basic_math_8,basic_math,easy,D0,D,A,False,A,A,-0.6738854050636292,0.6738854050636292,-0.7103561758995056,-2.964064121246338,-1.7220042943954468,-1.3842415809631348,b727558f1b5ab58c8d0507f9fa985b5e5fc1f1adadcaf3c8bf40d3ea3ca3271f
basic_math_8|D3,basic_math_8,basic_math,easy,D3,D,A,False,A,A,-1.1155815124511719,1.1155815124511719,-0.4593348503112793,-2.984036922454834,-2.2545008659362793,-1.5749163627624512,5ed1b40874170e4ee88ee9ed253db4c31fa166d85dd4e586ef6d31e350a82708
basic_math_8|D2,basic_math_8,basic_math,easy,D2,D,A,False,A,A,-0.9073429107666016,0.9073429107666016,-0.4764941930770874,-3.0980284214019775,-2.585188150405884,-1.383837103843689,37f694142baa7fdbd73111bbdece572a952cd1e62e654fc272143ab4ca2432c5
logical_reasoning_55|B,logical_reasoning_55,logical_reasoning,hard,B,B,,False,B,B,3.3583126179873943,,-3.4185361862182617,-0.060223568230867386,-5.269957542419434,-6.207884788513184,616b8f7a58ae4f3638a0ca2b6126752c911d0c7bcdd3698cb0bcd8c6d71a32bd
logical_reasoning_55|D3,logical_reasoning_55,logical_reasoning,hard,D3,B,B,False,B,B,3.375164069235325,3.375164069235325,-3.4281959533691406,-0.053031884133815765,-4.6053009033203125,-5.061214447021484,14f93abc28709afefb6b8c0b07f2a261f86debe12348b1dbeffe7eb31b411c7c
logical_reasoning_55|D1,logical_reasoning_55,logical_reasoning,hard,D1,B,B,False,B,B,4.225813126191497,4.225813126191497,-4.2500457763671875,-0.02423265017569065,-5.356799602508545,-5.63388204574585,88e9d243decd8d18fbfcf02ed26a4b176d398af0ae734c4ba52bad6a2273c140
logical_reasoning_55|D2,logical_reasoning_55,logical_reasoning,hard,D2,B,B,False,B,B,4.149682795628905,4.149682795628905,-4.171043395996094,-0.021360600367188454,-5.9707932472229,-6.6173858642578125,e28fa7e1041cfc69e6250063b76b52ae2d407a5b6aacb14cb2936609f8735bbf
logical_reasoning_55|D0,logical_reasoning_55,logical_reasoning,hard,D0,B,B,False,B,B,3.786180477589369,3.786180477589369,-3.8196160793304443,-0.033435601741075516,-5.359731674194336,-6.195417404174805,cd3a6c22697c3452ae2c3bcfa7d05646f95352151a36c2c6f4732c1d57721c5b
logical_reasoning_55|DP,logical_reasoning_55,logical_reasoning,hard,DP,B,B,False,B,B,3.3459243401885033,3.3459243401885033,-3.40580415725708,-0.05987981706857681,-5.355127811431885,-5.805511951446533,3a0f24e8a3d07507640e4f43eb7dae6034f75487d30a9ade81ca40cf9bae3515
logical_reasoning_55|S0,logical_reasoning_55,logical_reasoning,hard,S0,B,B,True,B,B,4.279937595129013,4.279937595129013,-4.2978835105896,-0.017945915460586548,-5.894505977630615,-7.578176975250244,8e9782b1aa2380f86365a30648ad0e1b67c29b1004ae1978bbc8b78a4c025515
basic_math_23|B,basic_math_23,basic_math,medium,B,C,,False,C,C,1.4334107339382172,,-1.9166934490203857,-2.935202121734619,-0.4832827150821686,-2.986811399459839,af36c33359142a18b1f4cd921a8ca3dfc83e2b45bea48e98f9b222fde998a613
basic_math_23|DP,basic_math_23,basic_math,medium,DP,C,C,False,C,C,1.603773146867752,1.603773146867752,-2.0807034969329834,-2.482530355453491,-0.4769303500652313,-2.75412917137146,19055c06dc574c4e6181be2b082d27118d1c9119213d86e28de8ede87fa5af97
