question_id,source_bundle,sample_stratum,subject,correct_answer,prior_baseline_correct,prior_confidence_gap,fresh_T0_matches_prior,answer_flips,unique_answers,trajectory_class,T0_answer,T1_answer,T2_answer,T3_answer,T4_answer,T0_gap,T1_gap,T2_gap,T3_gap,T4_gap,T0_centered_delta,T1_centered_delta,T2_centered_delta,T3_centered_delta,T4_centered_delta
c600:T0218,experiment_consensus600,low_gap_core,college_physics,D,False,0.19762223958969116,True,2,2,oscillation,C,B,B,C,C,0.2321852445602417,0.313232421875,0.38966554403305054,0.34621429443359375,0.19997602701187134,0.0,-0.027204394340515137,-0.1317996382713318,-0.1746014952659607,-0.14959979057312012
c600:T0250,experiment_consensus600,near_gap_control,virology,A,True,0.3166903853416443,True,3,2,correct_then_wrong_collapse,A,A,C,A,C,0.23642724752426147,1.293092668056488,0.16368478536605835,0.10497093200683594,0.1421908736228943,0.0,0.9484138488769531,-0.36202239990234375,-0.4200868606567383,-0.21162694692611694
c600:T0251,experiment_consensus600,low_gap_core,electrical_engineering,A,False,0.13373196125030518,True,2,2,oscillation,C,D,D,C,C,0.1489849090576172,0.12193500995635986,0.6044712662696838,0.3453463912010193,0.2362060546875,0.0,-0.13530147075653076,0.16620641946792603,-0.09226906299591064,-0.030169427394866943
c600:T0259,experiment_consensus600,near_gap_control,moral_scenarios,C,True,0.530769407749176,True,0,1,stable_correct,C,C,C,C,C,0.5844115614891052,2.0200079530477524,2.2792815044522285,3.037040688097477,1.8953971564769745,0.0,1.3273448199033737,1.4055900052189827,2.163998581469059,1.1935950219631195
c600:T0281,experiment_consensus600,near_gap_control,high_school_mathematics,C,True,0.48599427938461304,True,0,1,stable_correct,C,C,C,C,C,0.5272921919822693,0.38959890604019165,0.9559059143066406,1.004781723022461,0.45624154806137085,0.0,-0.24594485759735107,0.1393337845802307,0.1888589859008789,-0.1884412169456482
c600:T0306,experiment_consensus600,low_gap_core,moral_disputes,C,False,0.03816801309585571,True,1,2,wrong_then_correct_recovery,D,C,C,C,C,0.09452056884765625,0.8957672715187073,0.6468867659568787,1.9138888716697693,1.170230895280838,0.0,0.6929951310157776,0.2630862593650818,1.5307377576828003,0.958319753408432
c600:T0316,experiment_consensus600,low_gap_core,prehistory,B,True,0.16533279418945312,True,2,2,oscillation,B,D,D,D,B,0.19324123859405518,0.7933349609375,0.18420398235321045,0.13594436645507812,0.6080799102783203,0.0,0.4918421506881714,-0.29831719398498535,-0.3459274172782898,0.2974480986595154
c600:T0320,experiment_consensus600,low_gap_core,professional_medicine,A,False,0.046672821044921875,True,0,1,stable_wrong,C,C,C,C,C,0.0275765061378479,0.14453887939453125,0.3354911208152771,0.3199310302734375,0.22130972146987915,0.0,0.008710801601409912,0.018634676933288574,0.0037239789962768555,0.0763426423072815
c600:T0335,experiment_consensus600,low_gap_core,college_medicine,D,False,0.0758095383644104,True,3,3,oscillation,C,D,D,B,C,0.12255096435546875,0.3922615647315979,0.05755418539047241,0.2922649383544922,0.11896514892578125,0.0,0.1614590287208557,-0.35427671670913696,-0.1189165711402893,-0.12097638845443726
c600:T0347,experiment_consensus600,near_gap_control,high_school_statistics,D,True,0.3363646864891052,True,1,2,correct_then_wrong_collapse,D,D,D,D,B,0.3776322603225708,1.274330198764801,1.655588150024414,0.9098300635814667,0.07265859842300415,0.0,0.7884463667869568,0.9886759519577026,0.24356725811958313,-0.4223642349243164
c600:T0359,experiment_consensus600,low_gap_core,moral_scenarios,B,True,0.09508132934570312,True,4,2,oscillation,B,A,B,A,B,0.09265130758285522,0.26972198486328125,0.4403362274169922,0.24159622192382812,0.5509434342384338,0.0,0.06881910562515259,0.05840498208999634,-0.13968563079833984,0.34090155363082886
c600:T0400,experiment_consensus600,near_gap_control,college_medicine,B,True,0.21530920267105103,True,3,2,correct_then_wrong_collapse,B,B,D,B,D,0.2733116149902344,0.6646232604980469,0.43933093547821045,0.61651611328125,0.2724037766456604,0.0,0.28306007385253906,-0.12326061725616455,0.05457395315170288,-0.11829841136932373
c600:T0417,experiment_consensus600,low_gap_core,high_school_microeconomics,B,True,0.05848884582519531,True,2,2,oscillation,B,B,B,A,B,0.029712677001953125,0.22357177734375,0.5951021909713745,1.0888691246509552,0.3437003493309021,0.0,0.08560752868652344,0.27610957622528076,0.7705259025096893,0.19659709930419922
c600:T0478,experiment_consensus600,low_gap_core,electrical_engineering,B,False,0.050560057163238525,True,0,1,stable_wrong,A,A,A,A,A,0.0300559401512146,0.11039739847183228,0.00110626220703125,0.94830322265625,0.0014781951904296875,0.0,-0.02791011333465576,-0.318229615688324,0.6296167373657227,-0.14596831798553467
c600:T0479,experiment_consensus600,near_gap_control,formal_logic,C,True,0.3819313049316406,True,2,2,oscillation,C,C,C,D,C,0.43799591064453125,0.6831359565258026,0.8802108764648438,0.9832057952880859,1.9259472638368607,0.0,0.13688847422599792,0.15293502807617188,0.25657933950424194,1.3705607801675797
c600:T0505,experiment_consensus600,low_gap_core,college_physics,B,False,0.056438446044921875,True,3,3,oscillation,C,B,D,C,C,0.05812060832977295,0.0281829833984375,0.7047843337059021,0.10864078998565674,0.20255672931671143,0.0,-0.1381891965866089,0.3573837876319885,-0.23811036348342896,0.02704554796218872
c600:T0508,experiment_consensus600,near_gap_control,management,A,True,0.20838725566864014,True,0,1,stable_correct,A,A,A,A,A,0.19580841064453125,0.14476776123046875,0.25067710876464844,0.03413963317871094,0.32541078329086304,0.0,-0.15929222106933594,-0.23441123962402344,-0.45029932260513306,0.012211799621582031
c600:T0532,experiment_consensus600,near_gap_control,college_chemistry,D,False,0.20437240600585938,True,2,2,oscillation,A,A,D,A,A,0.10944747924804688,0.7632217407226562,0.5554733276367188,0.6203041672706604,0.22119897603988647,0.0,0.5455226898193359,0.15674591064453125,0.22222614288330078,-0.005639076232910156
c600:T0533,experiment_consensus600,low_gap_core,anatomy,B,False,0.13437461853027344,True,0,1,stable_wrong,C,C,C,C,C,0.1289786696434021,1.083028793334961,0.3377074599266052,0.178558349609375,0.008087158203125,0.0,0.8457985520362854,-0.0805511474609375,-0.23905086517333984,-0.23828208446502686
c600:T0535,experiment_consensus600,near_gap_control,college_mathematics,C,True,0.35100167989730835,True,0,1,stable_correct,C,C,C,C,C,0.4007568359375,0.045867860317230225,0.567558228969574,0.2468109130859375,0.4915352463722229,0.0,-0.4631405472755432,-0.12247854471206665,-0.44257646799087524,-0.026612162590026855
c600:T0538,experiment_consensus600,low_gap_core,high_school_chemistry,A,False,0.15969085693359375,True,1,2,wrong_then_correct_recovery,C,A,A,A,A,0.16271400451660156,0.7987251281738281,0.6780014038085938,0.4861831068992615,0.41393089294433594,0.0,0.5277595520019531,0.22600746154785156,0.03483855724334717,0.13382631540298462
c600:T0552,experiment_consensus600,low_gap_core,medical_genetics,C,True,0.04563707113265991,True,2,2,oscillation,C,C,A,C,C,0.0613974928855896,1.0904578566551208,0.28909868001937866,0.45450979471206665,0.964347779750824,0.0,0.9208087921142578,-0.06157875061035156,0.1044817566871643,0.7855597138404846
c600:T0567,experiment_consensus600,low_gap_core,global_facts,B,True,0.11234289407730103,True,1,2,correct_then_wrong_collapse,B,B,B,B,C,0.1250801682472229,0.18812185525894165,0.060630857944488525,0.11449432373046875,0.4243659973144531,0.0,-0.04520988464355469,-0.353729248046875,-0.2992163896560669,0.18189525604248047
c600:T0576,experiment_consensus600,low_gap_core,virology,B,True,0.12837785482406616,True,2,2,oscillation,B,B,B,C,B,0.07219117879867554,0.8697281181812286,0.2573509216308594,0.051715850830078125,0.26481443643569946,0.0,0.6892853677272797,-0.10412019491195679,-0.30910587310791016,0.07523268461227417
c600:T0586,experiment_consensus600,low_gap_core,high_school_chemistry,A,True,0.0433083176612854,True,0,1,stable_correct,A,A,A,A,A,0.009691238403320312,0.6274852156639099,0.4900054931640625,0.7273006737232208,0.2386416792869568,0.0,0.5095424056053162,0.19103431701660156,0.42897889018058777,0.11155986785888672
c600:T0596,experiment_consensus600,low_gap_core,high_school_government_and_politics,A,False,0.11371040344238281,True,3,2,wrong_then_correct_recovery,D,A,D,D,A,0.0646134614944458,0.07100284099578857,0.9334201216697693,0.5198668837547302,0.067626953125,0.0,-0.10186219215393066,0.5795267224311829,0.16662287712097168,-0.11437708139419556
i5:mmlu-0001,experiment_i5gated1000_fresh_only,near_gap_control,abstract_algebra,B,True,0.33393484354019165,True,0,1,stable_correct,B,B,B,B,B,0.2745971083641052,0.9140281081199646,0.16649818420410156,1.420064926147461,0.9023648202419281,0.0,0.5311794281005859,-0.3973788619041443,0.856837272644043,0.5103771388530731
i5:mmlu-0012,experiment_i5gated1000_fresh_only,near_gap_control,abstract_algebra,B,True,0.4116763472557068,True,0,1,stable_correct,B,B,B,B,B,0.42735475301742554,2.193332687020302,0.8385752439498901,0.6949443817138672,1.445636659860611,0.0,1.6577263623476028,0.12194055318832397,-0.021040916442871094,0.9008913338184357
i5:mmlu-0013,experiment_i5gated1000_fresh_only,near_gap_control,abstract_algebra,B,True,0.5195540189743042,True,0,1,stable_correct,B,B,B,B,B,0.5248109102249146,0.5033283233642578,1.391748458147049,1.0273761749267578,0.40224456787109375,0.0,-0.12973415851593018,0.5776576101779938,0.21393471956253052,-0.23995691537857056
i5:mmlu-0107,experiment_i5gated1000_fresh_only,low_gap_core,college_chemistry,B,False,0.11273765563964844,True,3,2,oscillation,C,D,D,C,D,0.0441131591796875,0.0251007080078125,0.2256680130958557,0.44475167989730835,0.2148209810256958,0.0,-0.12726402282714844,-0.10772508382797241,0.1120079755783081,0.053317248821258545
i5:mmlu-0112,experiment_i5gated1000_fresh_only,near_gap_control,college_chemistry,A,True,0.5030994415283203,True,4,3,oscillation,A,C,D,C,A,0.5092869400978088,0.03504180908203125,0.6935118436813354,0.43865394592285156,0.17235946655273438,0.0,-0.582496702671051,-0.10505503416061401,-0.35926353931427,-0.4543180465698242
i5:mmlu-0115,experiment_i5gated1000_fresh_only,low_gap_core,college_chemistry,C,False,0.18687814474105835,True,2,2,oscillation,A,A,C,C,A,0.1974373459815979,0.29722970724105835,0.049419403076171875,0.12307542562484741,0.2502747178077698,0.0,-0.008459210395812988,-0.43729788064956665,-0.36299246549606323,-0.06455320119857788
i5:mmlu-0135,experiment_i5gated1000_fresh_only,near_gap_control,college_computer_science,D,True,0.23763656616210938,True,0,1,stable_correct,D,D,D,D,D,0.2575607895851135,0.43851470947265625,0.018909454345703125,0.4330464005470276,0.6516228318214417,0.0,0.07270234823226929,-0.527931272983551,-0.11314493417739868,0.27667146921157837
i5:mmlu-0139,experiment_i5gated1000_fresh_only,low_gap_core,college_computer_science,C,False,0.03819465637207031,True,0,1,stable_wrong,D,D,D,D,D,0.09429556131362915,0.2512837052345276,1.1764450669288635,0.42475879192352295,0.2876720428466797,0.0,0.048736572265625,0.7928695678710938,0.041832685470581055,0.07598590850830078
i5:mmlu-0140,experiment_i5gated1000_fresh_only,near_gap_control,college_computer_science,D,False,0.21672242879867554,True,2,2,oscillation,C,C,D,C,C,0.24549293518066406,0.0015448927879333496,0.5420246124267578,0.6527862846851349,0.6408519148826599,0.0,-0.35219961404800415,0.007251739501953125,0.11866280436515808,0.2779684066772461
i5:mmlu-0173,experiment_i5gated1000_fresh_only,near_gap_control,college_medicine,D,True,0.3222885727882385,True,0,1,stable_correct,D,D,D,D,D,0.288787841796875,0.39994239807128906,1.0057335495948792,0.6219235062599182,1.0628814101219177,0.0,0.002902984619140625,0.4276657700538635,0.04450511932373047,0.656702995300293
i5:mmlu-0182,experiment_i5gated1000_fresh_only,near_gap_control,college_physics,C,True,0.2165966033935547,True,2,2,oscillation,C,D,D,C,C,0.2139301300048828,0.2753124237060547,0.28166764974594116,0.5236015915870667,0.46080780029296875,0.0,-0.04686927795410156,-0.22154241800308228,0.021040916442871094,0.12948709726333618
i5:mmlu-0183,experiment_i5gated1000_fresh_only,low_gap_core,college_physics,B,False,0.144866943359375,True,1,2,wrong_then_correct_recovery,C,B,B,B,B,0.19507980346679688,1.6808128356933594,2.2324771136045456,1.2920818030834198,1.4652538299560547,0.0,1.377481460571289,1.748117372393608,0.8083714544773102,1.152783453464508
i5:mmlu-0186,experiment_i5gated1000_fresh_only,low_gap_core,college_physics,C,True,0.19305795431137085,True,2,2,oscillation,C,C,D,C,C,0.12256622314453125,0.12290000915527344,0.002140045166015625,1.2380714118480682,0.8281040489673615,0.0,-0.10791778564453125,-0.40970611572265625,0.8268746435642242,0.5881472527980804
i5:mmlu-0191,experiment_i5gated1000_fresh_only,low_gap_core,college_physics,C,True,0.1602344512939453,True,1,2,correct_then_wrong_collapse,C,C,C,A,A,0.19153016805648804,0.2688865065574646,0.12002182006835938,0.017017364501953125,0.3173884153366089,0.0,-0.030895233154296875,-0.3607882857322693,-0.46314334869384766,0.008467674255371094
i5:mmlu-0208,experiment_i5gated1000_fresh_only,low_gap_core,computer_security,D,True,0.12199026346206665,True,0,1,stable_correct,D,D,D,D,D,0.03698921203613281,0.11844068765640259,2.327528089284897,1.3735218048095703,1.8169423639774323,0.0,-0.026800096035003662,2.0012589395046234,1.0479020476341248,1.6625625789165497
i5:mmlu-0211,experiment_i5gated1000_fresh_only,near_gap_control,conceptual_physics,A,True,0.2758273482322693,True,2,2,oscillation,A,A,A,C,A,0.19874191284179688,0.9860154390335083,0.6490859687328339,0.4533995985984802,0.20255661010742188,0.0,0.679021954536438,0.16106411814689636,-0.033972859382629395,-0.11357587575912476
i5:mmlu-0247,experiment_i5gated1000_fresh_only,near_gap_control,electrical_engineering,B,True,0.2713145613670349,True,0,1,stable_correct,B,B,B,B,B,0.2940711975097656,1.1933023035526276,0.8184108734130859,0.6415310502052307,1.0324134826660156,0.0,0.7909795343875885,0.2350597381591797,0.058829307556152344,0.6209517121315002
i5:mmlu-0255,experiment_i5gated1000_fresh_only,low_gap_core,electrical_engineering,B,False,0.19359970092773438,True,3,2,oscillation,A,C,A,C,C,0.21405595541000366,0.8964729309082031,0.0470123291015625,0.8930702805519104,1.028419554233551,0.0,0.574165403842926,-0.4563235640525818,0.390383780002594,0.6969730257987976
i5:mmlu-0280,experiment_i5gated1000_fresh_only,low_gap_core,elementary_mathematics,C,True,0.1774616241455078,True,3,2,correct_then_wrong_collapse,C,A,C,A,A,0.18304824829101562,0.336067259311676,0.6925792098045349,0.17033004760742188,0.15462875366210938,0.0,0.04476743936538696,0.22025102376937866,-0.3013487458229065,-0.145810067653656
i5:mmlu-0292,experiment_i5gated1000_fresh_only,low_gap_core,formal_logic,A,False,0.034946441650390625,False,1,2,correct_then_wrong_collapse,A,D,D,D,D,0.002231597900390625,0.19182586669921875,0.22245031595230103,0.32800477743148804,0.6684189140796661,0.0,0.08134269714355469,-0.06906121969223022,0.03714263439178467,0.5487967431545258
i5:mmlu-0300,experiment_i5gated1000_fresh_only,low_gap_core,global_facts,C,True,0.13458824157714844,True,4,3,oscillation,C,A,C,B,C,0.07979583740234375,0.36991119384765625,0.24790191650390625,0.05019950866699219,0.08922970294952393,0.0,0.18186378479003906,-0.12117385864257812,-0.3182268738746643,-0.10795670747756958
i5:mmlu-0310,experiment_i5gated1000_fresh_only,low_gap_core,global_facts,B,False,0.09975618124008179,True,0,1,stable_wrong,C,C,C,C,C,0.13759803771972656,0.19982153177261353,0.5949821472167969,0.41304582357406616,0.2169228196144104,0.0,-0.046028077602386475,0.1681041717529297,-0.013182759284973145,-0.03806579113006592
i5:mmlu-0315,experiment_i5gated1000_fresh_only,near_gap_control,global_facts,B,True,0.4965229034423828,True,2,2,oscillation,B,A,A,B,B,0.532463014125824,0.22195816040039062,0.5248279571533203,0.16975027322769165,0.984275758266449,0.0,-0.4187564253807068,-0.2969149947166443,-0.6513432860374451,0.33442217111587524
i5:mmlu-0345,experiment_i5gated1000_fresh_only,low_gap_core,high_school_chemistry,D,False,0.19488900899887085,True,1,2,wrong_then_correct_recovery,C,C,C,D,D,0.18208885192871094,0.1643524169921875,0.6456718444824219,0.8981742262840271,0.5430774688720703,0.0,-0.12598800659179688,0.1743030548095703,0.4274548292160034,0.24359804391860962
i5:mmlu-0364,experiment_i5gated1000_fresh_only,low_gap_core,high_school_computer_science,A,False,0.05685997009277344,True,3,3,oscillation,D,D,A,D,C,0.020877838134765625,0.6155548095703125,0.10776132345199585,0.7564029097557068,0.22008520364761353,0.0,0.48642539978027344,-0.2023964524269104,0.4468945264816284,0.08181679248809814
i5:mmlu-0403,experiment_i5gated1000_fresh_only,near_gap_control,high_school_government_and_politics,A,True,0.43989187479019165,True,2,2,oscillation,A,A,A,D,A,0.5056933760643005,0.2561378479003906,0.2494639754295349,0.13542938232421875,0.217132568359375,0.0,-0.35780709981918335,-0.5455093383789062,-0.6588945388793945,-0.4059513807296753
i5:mmlu-0421,experiment_i5gated1000_fresh_only,near_gap_control,high_school_macroeconomics,C,True,0.3620281219482422,True,4,3,correct_then_wrong_collapse,C,A,D,A,D,0.3530426025390625,0.12792396545410156,0.46688079833984375,0.17528152465820312,0.27896708250045776,0.0,-0.3333702087402344,-0.17544174194335938,-0.4663916230201721,-0.1914660930633545
i5:mmlu-0426,experiment_i5gated1000_fresh_only,low_gap_core,high_school_macroeconomics,D,False,0.17115014791488647,True,2,3,oscillation,B,D,C,C,C,0.16009902954101562,0.3549538850784302,0.0027466416358947754,0.15950393676757812,0.4833812713623047,0.0,0.08660328388214111,-0.4466323256492615,-0.28922563791275024,0.2058916687965393
i5:mmlu-0442,experiment_i5gated1000_fresh_only,low_gap_core,high_school_mathematics,D,False,0.11927413940429688,True,2,2,oscillation,C,D,D,D,C,0.14022254943847656,0.3626270890235901,0.3658179044723511,0.11230653524398804,0.1767139434814453,0.0,0.11415296792984009,-0.06368458271026611,-0.31654655933380127,-0.080899178981781
i5:mmlu-0446,experiment_i5gated1000_fresh_only,low_gap_core,high_school_mathematics,B,False,0.17718321084976196,True,2,2,oscillation,C,D,D,D,C,0.12870794534683228,0.20860284566879272,0.7847824692726135,0.37962353229522705,0.21546173095703125,0.0,-0.02835667133331299,0.3667945861816406,-0.03771495819091797,-0.03063678741455078
i5:mmlu-0447,experiment_i5gated1000_fresh_only,low_gap_core,high_school_mathematics,C,True,0.04531288146972656,True,1,2,correct_then_wrong_collapse,C,D,D,D,D,0.02956390380859375,0.7709847092628479,0.7913456559181213,0.6311492919921875,0.6310577392578125,0.0,0.6331692337989807,0.47250181436538696,0.312954843044281,0.484103262424469
i5:mmlu-0474,experiment_i5gated1000_fresh_only,near_gap_control,high_school_physics,D,True,0.24635130167007446,True,2,2,oscillation,D,D,D,C,D,0.29125404357910156,0.422325074672699,0.2589150071144104,0.04402345418930054,0.09069061279296875,0.0,0.022819459438323975,-0.3216189742088318,-0.5358611345291138,-0.31795400381088257
i5:mmlu-0482,experiment_i5gated1000_fresh_only,low_gap_core,high_school_physics,B,True,0.0153847336769104,True,2,2,oscillation,B,A,A,B,B,0.064849853515625,0.06807702779769897,0.5135096907615662,0.19636154174804688,0.201751708984375,0.0,-0.10502439737319946,0.15937989950180054,-0.15711885690689087,0.019511282444000244
i5:mmlu-0499,experiment_i5gated1000_fresh_only,near_gap_control,high_school_psychology,D,True,0.5133323669433594,True,2,2,oscillation,D,C,D,D,D,0.5177612900733948,0.5271511077880859,1.751775786280632,1.4028396010398865,0.6204165816307068,0.0,-0.09886175394058228,0.9447345584630966,0.596447765827179,-0.014735281467437744
i5:mmlu-0555,experiment_i5gated1000_fresh_only,low_gap_core,high_school_world_history,B,False,0.1407603621482849,True,0,1,stable_wrong,D,D,D,D,D,0.13007348775863647,0.7815285325050354,0.06569862365722656,0.8815135359764099,1.2936496138572693,0.0,0.5432034730911255,-0.35365480184555054,0.4628095030784607,1.046185553073883
i5:mmlu-0565,experiment_i5gated1000_fresh_only,low_gap_core,human_aging,C,True,0.15461349487304688,True,2,2,oscillation,C,C,C,D,C,0.20417410135269165,0.7985229194164276,0.5922432541847229,0.14160919189453125,0.20717817544937134,0.0,0.4860972464084625,0.09878921508789062,-0.35119545459747314,-0.11438649892807007
i5:mmlu-0613,experiment_i5gated1000_fresh_only,low_gap_core,international_law,D,True,0.11908727884292603,True,1,2,correct_then_wrong_collapse,D,C,C,C,C,0.054817140102386475,0.23051637411117554,0.37832266092300415,0.7825736999511719,0.10494422912597656,0.0,0.06744766235351562,0.03422558307647705,0.43912601470947266,-0.06726348400115967
i5:mmlu-0652,experiment_i5gated1000_fresh_only,low_gap_core,machine_learning,D,False,0.0634765625,True,1,2,wrong_then_correct_recovery,A,D,D,D,D,0.15772628784179688,0.4266586899757385,1.3194141387939453,0.11739921569824219,0.0730665922164917,0.0,0.1606808304786682,0.8724079132080078,-0.32895761728286743,-0.20205026865005493
i5:mmlu-0655,experiment_i5gated1000_fresh_only,low_gap_core,machine_learning,D,False,0.004989683628082275,False,1,2,single_unresolved_flip,C,A,A,A,A,0.007654249668121338,0.5958537459373474,1.0094260573387146,0.44059187173843384,0.111053466796875,0.0,0.47994792461395264,0.7124918699264526,0.14430707693099976,-0.013991355895996094
i5:mmlu-0661,experiment_i5gated1000_fresh_only,low_gap_core,machine_learning,A,True,0.07096683979034424,True,1,2,correct_then_wrong_collapse,A,A,C,C,C,0.08593559265136719,0.2340450882911682,0.7931632995605469,0.669830322265625,0.38968849182128906,0.0,0.03985792398452759,0.41794776916503906,0.29526418447494507,0.18636232614517212
i5:mmlu-0696,experiment_i5gated1000_fresh_only,near_gap_control,marketing,A,True,0.3853644132614136,True,1,2,correct_then_wrong_collapse,A,B,B,B,B,0.4001197814941406,0.1311016082763672,0.9851990044116974,1.4630699753761292,1.1891498863697052,0.0,-0.3772697448730469,0.29579928517341614,0.7743196487426758,0.6716395318508148
i5:mmlu-0745,experiment_i5gated1000_fresh_only,low_gap_core,moral_disputes,A,False,0.15043067932128906,True,2,2,oscillation,D,D,D,C,D,0.11987882852554321,0.6601485908031464,0.061214447021484375,0.28983891010284424,1.4437026381492615,0.0,0.4320181906223297,-0.34794431924819946,-0.11867046356201172,1.2064332365989685
i5:mmlu-0761,experiment_i5gated1000_fresh_only,near_gap_control,moral_scenarios,D,False,0.22462278604507446,True,2,2,oscillation,B,C,C,C,B,0.23303598165512085,0.5410270690917969,0.5672912001609802,2.810110241174698,0.08018684387207031,0.0,0.1997395157814026,0.04497528076171875,2.2884437143802643,-0.2702397108078003
