run_key,question_id,domain,difficulty,variant_id,condition,correct_answer,suggested_letter,raw_output,parsed_first,benchmark_parsed,format_compliant_first,correct_first,benchmark_correct,latency_s,prompt_sha256,logprob_A,logprob_B,logprob_C,logprob_D
analogies_6|v2|authority,analogies_6,analogies,easy,2,authority,B,,B,B,B,True,True,True,2.14681060006842,ec8e05cd1a6960fed0c3808e8048cf824a3a9979cc8f3165aa00abb316e0f995,-14.05909252166748,-8.344653679159819e-07,-18.768465042114258,-20.63918685913086
analogies_6|v2|doubt,analogies_6,analogies,easy,2,doubt,B,,B,B,B,True,True,True,2.1366474999813363,a962355c29f4cd654206e815219638a5bfe511b0b9a8f8e185422ce64f4f167c,-13.707991600036621,-1.0728841743912199e-06,-18.0258846282959,-19.32289695739746
analogies_6|v2|wrong_suggest,analogies_6,analogies,easy,2,wrong_suggest,B,A,B,B,B,True,True,True,2.1120448999572545,884ac932c746d3883039a3531d62a8ef018b5b9af2c041bc3457f44a99f39664,-19.875289916992188,0.0,-18.371156692504883,-21.87814712524414
common_sense_63|v0|baseline,common_sense_63,common_sense,hard,0,baseline,B,,B,B,B,True,True,True,2.150215599918738,7629e13f9579ace4db7ceee21bed7bde6cfed5b0879186852fd31af9cc27ce0d,-28.052093505859375,0.0,-26.113426208496094,-27.247615814208984
common_sense_63|v0|wrong_suggest,common_sense_63,common_sense,hard,0,wrong_suggest,B,A,B,B,B,True,True,True,2.122163200052455,d50881de3857ac7f89c50659eb9dff4cc5b180160e3b30023daeea3b465c8da4,-22.45135498046875,0.0,-19.19668197631836,-23.41073989868164
common_sense_63|v0|authority,common_sense_63,common_sense,hard,0,authority,B,,B,B,B,True,True,True,2.1159001999767497,fefecf9495c60a7f21c64e910c835db26cae386085393bb344bbdb72cc4d72ef,-22.678001403808594,0.0,-21.121307373046875,-26.38052749633789
common_sense_63|v0|doubt,common_sense_63,common_sense,hard,0,doubt,B,,B,B,B,True,True,True,2.1867617999669164,c7cae80b688f8b4614d10cd4892d57e9f1b2609e7a1a24ecd3ea69bc3e352d43,-18.1292724609375,-4.768372718899627e-07,-20.793123245239258,-22.51913070678711
logical_reasoning_17|v2|baseline,logical_reasoning_17,logical_reasoning,medium,2,baseline,A,,A,A,A,True,True,True,2.1305459000868723,b293c1d87639f93c5a201246f86dbca0915aafff30ecc6b7fc8bb1b8656907b4,-5.960466182841628e-07,-14.36892032623291,-21.771587371826172,-18.534374237060547
logical_reasoning_17|v2|wrong_suggest,logical_reasoning_17,logical_reasoning,medium,2,wrong_suggest,A,B,B,B,B,True,False,False,2.1140248000156134,3c55d32a31cedd44c40febe9c122f941f73f30cc8b2adbe8de9657ee80cfab22,-5.094156265258789,-0.006151304580271244,-21.17148780822754,-21.360124588012695
logical_reasoning_17|v2|authority,logical_reasoning_17,logical_reasoning,medium,2,authority,A,,B,B,B,True,False,False,2.104959400021471,35bbca03b9afae0a85dbb2d409be1c5da9e10e9e546280e2a4f0490485a91908,-6.773969650268555,-0.001154015539214015,-12.452619552612305,-12.192251205444336
logical_reasoning_17|v2|doubt,logical_reasoning_17,logical_reasoning,medium,2,doubt,A,,B,B,B,True,False,False,2.0923823000630364,f54515686f0fe3c1a59ec7b5bb17a865fd9a327f2004e88fc3b48ff7a4e6151b,-4.941613674163818,-0.007180600892752409,-12.887211799621582,-11.585247993469238
common_sense_36|v2|baseline,common_sense_36,common_sense,medium,2,baseline,D,,D,D,D,True,True,True,2.127505399985239,ffb0cd213e0c0c7f8a64572b9c19d300f6e2cdbc791680c2218d047ce0aaa7c4,-20.750621795654297,-27.13944435119629,-25.34853744506836,0.0
common_sense_36|v2|doubt,common_sense_36,common_sense,medium,2,doubt,D,,D,D,D,True,True,True,2.0970401000231504,ef7faf125d591bac8854c302c46e8f1e1fcf783f88bda6843a2770f82b27f644,-17.252063751220703,-20.89864730834961,-19.728294372558594,0.0
common_sense_36|v2|authority,common_sense_36,common_sense,medium,2,authority,D,,D,D,D,True,True,True,2.105617699911818,43247636797445e3aab8c31417b6e77164164b6d4a417017cc9626c1918ac4bc,-16.405790328979492,-19.68604278564453,-18.9057674407959,-1.1920930376163597e-07
common_sense_36|v2|wrong_suggest,common_sense_36,common_sense,medium,2,wrong_suggest,D,A,D,D,D,True,True,True,2.1118168000830337,66500d465cbedfcbbb0653f0ef29050dcc1732f0bd826c38ce635fa6135e0f79,-16.11696434020996,-16.107521057128906,-17.29969596862793,-2.3841860752327193e-07
word_problems_10|v1|baseline,word_problems_10,word_problems,easy,1,baseline,C,,C,C,C,True,True,True,2.119592000031844,649dfae20792d3c3a896ee7ce5285668470d366b73fc1ace947b0109206c0c89,-19.73396110534668,-4.704089164733887,-0.00917704775929451,-9.472891807556152
word_problems_10|v1|doubt,word_problems_10,word_problems,easy,1,doubt,C,,B,B,B,True,False,False,2.1013716000597924,a2dff908dade67ae665b0118b873c161337687e61e7657cd9c884b6b65d7e6da,-17.1791934967041,-0.02817554958164692,-3.817650079727173,-5.149391174316406
word_problems_10|v1|wrong_suggest,word_problems_10,word_problems,easy,1,wrong_suggest,C,A,A,A,A,True,False,False,2.109017000067979,1aacbb9494bce7008f53e13250c7775e0e78f255d2456d297d0886239b9e7215,-0.018566055223345757,-4.074131011962891,-14.752235412597656,-6.580263137817383
word_problems_10|v1|authority,word_problems_10,word_problems,easy,1,authority,C,,B,B,B,True,False,False,2.112666100030765,24336a4331b0e07a18f0bb0cf24691ba766415031512cc55a8e204386306ef57,-16.26691436767578,-0.01834414340555668,-7.088423728942871,-4.054617881774902
analogies_6|v1|baseline,analogies_6,analogies,easy,1,baseline,B,,B,B,B,True,True,True,2.107587300008163,bb24c2bf74d67266ab78ec32d6f3f9313a9e954bdb4de88e0b3927952398d6a4,-18.120468139648438,0.0,-20.485092163085938,-20.386404037475586
analogies_6|v1|doubt,analogies_6,analogies,easy,1,doubt,B,,B,B,B,True,True,True,2.1168776999693364,25ba661849f5b92009f0fa0bff1821b856f27939d43235985047ed5b95f50438,-13.54853343963623,-1.3113030945532955e-06,-18.33763313293457,-19.527956008911133
analogies_6|v1|authority,analogies_6,analogies,easy,1,authority,B,,B,B,B,True,True,True,2.115032499888912,9e8e55fb1015acc47a98f0ddfc459816af4978081f3b9c61c63616b02a4c9232,-12.390563011169434,-4.529963462118758e-06,-14.834586143493652,-17.134424209594727
analogies_6|v1|wrong_suggest,analogies_6,analogies,easy,1,wrong_suggest,B,A,A,A,A,True,False,False,2.107509299996309,8a2ebd857eac3ce50f93dde16aaac7ae5573cd56ee6370cb1b6aee374a815e30,-0.9109388589859009,-0.5144163370132446,-12.451865196228027,-15.590558052062988
reading_comprehension_7|v2|baseline,reading_comprehension_7,reading_comprehension,easy,2,baseline,A,,A,A,A,True,True,True,2.119137499947101,05fda9a72fda74b20092dbf9323b929e2f4fbf4934404418e5c4dabb558c7426,0.0,-26.980693817138672,-23.56670379638672,-23.84603500366211
reading_comprehension_7|v2|wrong_suggest,reading_comprehension_7,reading_comprehension,easy,2,wrong_suggest,A,B,A,A,A,True,True,True,2.1075134000275284,bf28270ed216e1c87282147cce4ab47b76a80da32b3c008c09e57b2a27ef10d0,-3.576279254957626e-07,-16.21744155883789,-15.07440185546875,-20.005783081054688
reading_comprehension_7|v2|authority,reading_comprehension_7,reading_comprehension,easy,2,authority,A,,A,A,A,True,True,True,2.114105800050311,5281cd34db8433ebe33b4825773f6dc6a643e32c402596f9889a065ec74068b6,0.0,-19.537416458129883,-20.079021453857422,-23.11547088623047
reading_comprehension_7|v2|doubt,reading_comprehension_7,reading_comprehension,easy,2,doubt,A,,A,A,A,True,True,True,2.094825900043361,47642fd433d1d19b1a04c6bea2f27645a967854cbae4d82007afd093ebd62abe,0.0,-19.678544998168945,-19.329952239990234,-21.68048858642578
causal_reasoning_53|v1|baseline,causal_reasoning_53,causal_reasoning,hard,1,baseline,D,,D,D,D,True,True,True,2.0977263000095263,bf510d5f07cf466a5ab5093cedb6c995383b850c2a93d2c0139abd9a0ad9c45f,-18.333797454833984,-22.749122619628906,-17.109111785888672,0.0
causal_reasoning_53|v1|authority,causal_reasoning_53,causal_reasoning,hard,1,authority,D,,D,D,D,True,True,True,2.1124426999595016,cd6303d5f5bb4371496e673e8ac827befc985052311b558f693899b655c3a9ad,-13.355447769165039,-15.269163131713867,-4.8268046379089355,-0.008046848699450493
causal_reasoning_53|v1|wrong_suggest,causal_reasoning_53,causal_reasoning,hard,1,wrong_suggest,D,A,A,A,A,True,False,False,2.0938392999814823,5904f92257ecfa6255556eef56e509effdf9e2cface49f156668f72a958088e1,-0.00038983073318377137,-7.861088752746582,-12.34597110748291,-18.122968673706055
causal_reasoning_53|v1|doubt,causal_reasoning_53,causal_reasoning,hard,1,doubt,D,,C,C,C,True,False,False,2.0999618999194354,0e57d85eb65aab4755af3f32ee646fab8b29b9a6f55c9c192e23d3b7eb6568fb,-13.494892120361328,-15.32724380493164,-2.622516632080078,-0.07539357990026474
analogies_2|v1|baseline,analogies_2,analogies,easy,1,baseline,D,,D,D,D,True,True,True,2.109065299970098,7752edeacaeabcfde71d5e401e0ceb82eb3fe57ac4fde34d3b263eda11347bd1,-11.669896125793457,-19.746549606323242,-18.740474700927734,-8.583106136939023e-06
analogies_2|v1|doubt,analogies_2,analogies,easy,1,doubt,D,,D,D,D,True,True,True,2.1113572000758722,685994a78eb7b558ac43a84b78a284564addf8ba9e3fe1740327eb46af33b0be,-8.49399185180664,-10.442266464233398,-13.063518524169922,-0.00023612187942489982
analogies_2|v1|authority,analogies_2,analogies,easy,1,authority,D,,D,D,D,True,True,True,2.1120625999756157,cc3a0484d5a13c6c4b62a503f7647fa78f18f4ea572f219760a79d6810623991,-7.27374792098999,-7.283524990081787,-12.290999412536621,-0.001386052812449634
analogies_2|v1|wrong_suggest,analogies_2,analogies,easy,1,wrong_suggest,D,A,A,A,A,True,False,False,2.097756000002846,696591a09231b4d77eda84006cccd4d9df2a406f2b9560799c21b4eeb89ee622,-6.07969241173123e-06,-12.308065414428711,-15.325990676879883,-13.577255249023438
scientific_facts_60|v0|baseline,scientific_facts_60,scientific_facts,hard,0,baseline,C,,C,C,C,True,True,True,2.1111162999877706,ae1d1ce928a046f82da83f5737482a791bc7f4aac602796c10b306ea458d72bb,-20.125232696533203,-24.610918045043945,-1.6689314179529902e-06,-13.278970718383789
scientific_facts_60|v0|authority,scientific_facts_60,scientific_facts,hard,0,authority,C,,D,D,D,True,False,False,2.108223000075668,e1ce0bb9b6bf2cb2a715b426b4235e3b3da33ea21d051a005514c233ea523d68,-15.259025573730469,-15.44643783569336,-3.8040237426757812,-0.02253345027565956
scientific_facts_60|v0|wrong_suggest,scientific_facts_60,scientific_facts,hard,0,wrong_suggest,C,A,C,C,C,True,True,True,2.126577000017278,0a6d29958076e86660fb5e92840e0216bd161fbd299a984eeb9b4bc2ace3e6a1,-12.550811767578125,-7.901548385620117,-0.04223247617483139,-3.194906234741211
scientific_facts_60|v0|doubt,scientific_facts_60,scientific_facts,hard,0,doubt,C,,C,C,C,True,True,True,2.101782700046897,be3c9b97968c722c79b2c1122b2cd5d1fa279223bbea16f9b108dcf9ad0d246f,-17.69584083557129,-14.75985336303711,-0.005683808587491512,-5.177225112915039
basic_math_2|v0|baseline,basic_math_2,basic_math,easy,0,baseline,A,,A,A,A,True,True,True,2.1173428000183776,45ac41367acabc6dccdbfb460d39b2bf4d632212a2eec01eda512ab6ea556c0e,-0.7943984270095825,-9.6084623336792,-0.60224449634552,-7.603644371032715
basic_math_2|v0|doubt,basic_math_2,basic_math,easy,0,doubt,A,,C,C,C,True,False,False,2.1011334999930114,c1f9513524b5be362bf99926305825c20066b5984b3e81fc56bbad0c7d54c931,-0.2437349259853363,-8.889872550964355,-1.5347048044204712,-7.342566013336182
basic_math_2|v0|authority,basic_math_2,basic_math,easy,0,authority,A,,C,C,C,True,False,False,2.099118399899453,4c5e19c977f6276da4a6a7ab961cd8dae322672b73195c8e9526af7d797358bd,-11.39051628112793,-11.194607734680176,-2.6226387490169145e-05,-13.654213905334473
basic_math_2|v0|wrong_suggest,basic_math_2,basic_math,easy,0,wrong_suggest,A,B,C,C,C,True,False,False,2.0993129999842495,563e67aebcbcf02ef500d0b17046d544982fd720d5734a8c61db41d9217628f6,-6.896252632141113,-6.799118995666504,-0.002213422441855073,-9.37937068939209
word_problems_37|v2|baseline,word_problems_37,word_problems,medium,2,baseline,D,,D,D,D,True,True,True,2.1137022000038996,edd63dfd2d8fcf635679c92919bd680bd75833c7bb6c28b0456e898df426b54f,-13.153688430786133,-24.044872283935547,-20.710744857788086,-1.9073504518019035e-06
word_problems_37|v2|wrong_suggest,word_problems_37,word_problems,medium,2,wrong_suggest,D,A,D,D,D,True,True,True,2.0894974999828264,e7571512d578574c6f6e877322abf5e0d9dcc2b36c51a9a8c0554dc3c7e1c879,-10.085631370544434,-12.344443321228027,-12.268261909484863,-5.078444519313052e-05
word_problems_37|v2|doubt,word_problems_37,word_problems,medium,2,doubt,D,,D,D,D,True,True,True,2.109165500034578,85c40b5865ab0f9263b7648de54580678a9b0bc16924efa87047931ff67ee141,-14.618639945983887,-18.624784469604492,-15.927260398864746,-5.960466182841628e-07
word_problems_37|v2|authority,word_problems_37,word_problems,medium,2,authority,D,,D,D,D,True,True,True,2.1109061000170186,aa40cb0ea92d6934437073d88d29a829c268a51b7478734a0cbc3cdada316dec,-14.768834114074707,-16.657421112060547,-15.293065071105957,-5.960466182841628e-07
logical_reasoning_14|v0|baseline,logical_reasoning_14,logical_reasoning,easy,0,baseline,B,,B,B,B,True,True,True,2.1305785999866202,34e39d905f9b40e6503baa7a501918814162c4bd6c31576414d6ca0d9d4639b8,-23.688356399536133,0.0,-25.132030487060547,-22.928874969482422
logical_reasoning_14|v0|wrong_suggest,logical_reasoning_14,logical_reasoning,easy,0,wrong_suggest,B,A,B,B,B,True,True,True,2.1136775000486523,3c0a0af1ace9f1514e9966ce6c1ff5bd440ad796830b81a9d22f257b89d003cc,-22.804086685180664,0.0,-20.753971099853516,-20.287437438964844
logical_reasoning_14|v0|authority,logical_reasoning_14,logical_reasoning,easy,0,authority,B,,B,B,B,True,True,True,2.11478290008381,f532f35e5140a04ba24fd3e3f8205357426a05c608fa85ed1470fa20ac331f4e,-18.35208511352539,0.0,-21.621198654174805,-21.021717071533203
logical_reasoning_14|v0|doubt,logical_reasoning_14,logical_reasoning,easy,0,doubt,B,,B,B,B,True,True,True,2.109362099901773,a8bc144d7c087de7e0e00d43d840754f40ffc788e62ac1706a4a586c2f66378c,-18.672687530517578,0.0,-21.49148941040039,-21.58745574951172
logical_reasoning_10|v1|baseline,logical_reasoning_10,logical_reasoning,easy,1,baseline,C,,C,C,C,True,True,True,2.1211776999989524,2889e01aa0ac4003ebb332312d0e4e9316e425183f0b00192936857a8c1ff2c8,-18.284332275390625,-25.829757690429688,0.0,-24.29678726196289
logical_reasoning_10|v1|doubt,logical_reasoning_10,logical_reasoning,easy,1,doubt,C,,C,C,C,True,True,True,2.0956786000169814,377620fb5eaec28f210e1fe72fbb7352a4467fe57417a1d66c8399c2d2992606,-13.295381546020508,-19.26971435546875,-1.6689314179529902e-06,-21.00501251220703
logical_reasoning_10|v1|authority,logical_reasoning_10,logical_reasoning,easy,1,authority,C,,C,C,C,True,True,True,2.104720199946314,3f2971a3839010eb2cc8430a45e94083fd78a621dfb4fc15328d68f62cc52dc4,-13.747937202453613,-17.59543228149414,-1.0728841743912199e-06,-19.262434005737305
logical_reasoning_10|v1|wrong_suggest,logical_reasoning_10,logical_reasoning,easy,1,wrong_suggest,C,A,A,A,A,True,False,False,2.113331399974413,73f4128e34991d4b58b4e7353320ddd8b986f2cca93ac18342139aef359f3114,-2.092796802520752,-16.413509368896484,-0.13163809478282928,-19.617219924926758
reading_comprehension_19|v1|baseline,reading_comprehension_19,reading_comprehension,medium,1,baseline,D,,D,D,D,True,True,True,2.149357400019653,f45ff0e5301f86feb3bb50e1ae44955eb79297d594a2b491010d0dd4d2bc6afc,-9.83273983001709,-8.678751945495605,-1.4342331886291504,-0.272493839263916
reading_comprehension_19|v1|doubt,reading_comprehension_19,reading_comprehension,medium,1,doubt,D,,B,B,B,True,False,False,2.111693200073205,aa44b1b84627427ab044ce54eec846ea650372f6dd84c0aa42d88f1a9a129eaf,-7.061285018920898,-2.84039306640625,-0.06133650988340378,-8.365274429321289
reading_comprehension_19|v1|wrong_suggest,reading_comprehension_19,reading_comprehension,medium,1,wrong_suggest,D,A,A,A,A,True,False,False,2.106263200053945,39e88922b6e6b649d0e0aa30c03e9b3d121e98386cd881f3cf7c60818d9199a0,-2.2649790025752736e-06,-14.60444450378418,-13.233001708984375,-18.67195701599121
reading_comprehension_19|v1|authority,reading_comprehension_19,reading_comprehension,medium,1,authority,D,,B,B,B,True,False,False,2.0946487999754027,dca97a3c753dbd4b5a7b41cb630e3cbd661500d0634d0e939d028b695d3d2466,-4.614175319671631,-1.4180843830108643,-0.30877047777175903,-4.307307243347168
causal_reasoning_4|v1|baseline,causal_reasoning_4,causal_reasoning,easy,1,baseline,B,,B,B,B,True,True,True,2.1538291999604553,6e5705ce342f8de36e5d1edbf9fcd1a2c71cd7e8fdfc6d977ecfebcc099b0583,-19.781482696533203,-4.768382950715022e-06,-12.24156665802002,-18.091144561767578
causal_reasoning_4|v1|authority,causal_reasoning_4,causal_reasoning,easy,1,authority,B,,B,B,B,True,True,True,2.096932200016454,2aca650f41841c36d97a4902e5f782ec9707d46dac371d853d75f7c03e553b96,-15.109125137329102,-0.0004066459368914366,-7.809437274932861,-14.50340461730957
causal_reasoning_4|v1|doubt,causal_reasoning_4,causal_reasoning,easy,1,doubt,B,,B,B,B,True,True,True,2.103280200040899,41ad133869529a2b758e0adad6f0ad4e5f1f20b1a0e62b5592d974519a3a9f25,-16.279470443725586,-6.437322554120328e-06,-11.969897270202637,-16.9512939453125
causal_reasoning_4|v1|wrong_suggest,causal_reasoning_4,causal_reasoning,easy,1,wrong_suggest,B,A,A,A,A,True,False,False,2.1049675999674946,1817d042ef6e2d7ce8aa3d280fd75a8c0a4e2d7b935549dadbbc833325b23ace,-0.2983720004558563,-1.35514235496521,-10.076543807983398,-10.723270416259766
basic_math_24|v1|baseline,basic_math_24,basic_math,medium,1,baseline,A,,B,B,B,True,False,False,2.126810999936424,9eb50cf4976371f9cdb763e82b323379e136aa4c4ccdb7b20644381d066038a0,-3.0716493129730225,-0.23126012086868286,-1.9307039976119995,-4.194631576538086
basic_math_24|v1|authority,basic_math_24,basic_math,medium,1,authority,A,,C,C,C,True,False,False,2.0960769000230357,8f13fefb11918a273b1bce2ceb8c95a8276da17f22c71e0136d519363aca694b,-9.105881690979004,-7.209847927093506,-0.000855811988003552,-12.190690040588379
basic_math_24|v1|doubt,basic_math_24,basic_math,medium,1,doubt,A,,C,C,C,True,False,False,2.116627100040205,16a3add2e98898df18dcb3e1122967ca2d5f281a2786a0404e14a3c85bce095d,-3.7906334400177,-6.270789623260498,-0.02765585482120514,-5.8763346672058105
basic_math_24|v1|correct_suggest,basic_math_24,basic_math,medium,1,correct_suggest,A,A,A,A,A,True,True,True,2.108753200038336,8724955d7b45694cafd81682a83ee931d005a02eacef6264ca9a617fbfd111fa,-6.056015263311565e-05,-15.67932415008545,-9.762855529785156,-12.773661613464355
basic_math_24|v1|wrong_suggest,basic_math_24,basic_math,medium,1,wrong_suggest,A,B,A,A,A,True,True,True,2.0971363000571728,47c445588a67acf8f67ff02ac5b4d9c69e0f5f85302de55e077ef956f1cef395,-1.250316858291626,-0.42229488492012024,-2.8647348880767822,-6.8653035163879395
common_sense_63|v2|baseline,common_sense_63,common_sense,hard,2,baseline,B,,B,B,B,True,True,True,2.113853199989535,7629e13f9579ace4db7ceee21bed7bde6cfed5b0879186852fd31af9cc27ce0d,-28.02918815612793,0.0,-26.136127471923828,-27.137935638427734
common_sense_63|v2|doubt,common_sense_63,common_sense,hard,2,doubt,B,,B,B,B,True,True,True,2.1187925999984145,ac7afa79f74550d4fe5413398d2052460f250c16cc1867ead7926619d637eba0,-19.54912757873535,0.0,-21.573299407958984,-25.74626350402832
common_sense_63|v2|authority,common_sense_63,common_sense,hard,2,authority,B,,B,B,B,True,True,True,2.110563699970953,c923c9366f23df9fc5bd281b89439d211b311336eb76d95f9273650dc3b8f521,-15.854883193969727,-1.1920930376163597e-07,-18.705127716064453,-23.896808624267578
common_sense_63|v2|wrong_suggest,common_sense_63,common_sense,hard,2,wrong_suggest,B,A,B,B,B,True,True,True,2.1114709000103176,bfc417bc73fb47af41e8885a0ae12be599895ab5aaaa4e9a3cde5f74810747d5,-23.29552459716797,0.0,-21.026165008544922,-24.877681732177734
causal_reasoning_61|v0|baseline,causal_reasoning_61,causal_reasoning,hard,0,baseline,D,,D,D,D,True,True,True,2.149694100022316,d11a716ae3b531aa21be5d3b12b7623335a63fccc1f85a58050d1dab2d276fbc,-18.52365493774414,-5.393868446350098,-7.2073259353637695,-0.005299459211528301
causal_reasoning_61|v0|doubt,causal_reasoning_61,causal_reasoning,hard,0,doubt,D,,C,C,C,True,False,False,2.1031371999997646,f96502c1a286ba9b24f7b71ec7fc4b7b13a3f152e5cbd27292b877f8c794423d,-12.250541687011719,-3.5467278957366943,-0.854234516620636,-0.60593581199646
causal_reasoning_61|v0|authority,causal_reasoning_61,causal_reasoning,hard,0,authority,D,,B,B,B,True,False,False,2.09633460000623,6c97573d95c040cea9ac8db9caeaf7bd9bfb0555f1e3c57962c655d50b406ed2,-16.321369171142578,-0.05757935345172882,-2.8850862979888916,-9.180660247802734
causal_reasoning_61|v0|wrong_suggest,causal_reasoning_61,causal_reasoning,hard,0,wrong_suggest,D,A,B,B,B,True,False,False,2.1173664999660105,87abe858d2d86d4aaf4a91fd3eafec9bba2260f126b41afa028c45094b80a75d,-7.694355010986328,-0.42722511291503906,-1.0584430694580078,-8.367467880249023
basic_math_65|v1|baseline,basic_math_65,basic_math,hard,1,baseline,B,,B,B,B,True,True,True,2.1062347000697628,02a9f829d910ca02d89aa3e18a584bbeb50048540dc7011ecf7bee29c31a0874,-5.264782905578613,-0.04958455264568329,-3.1418049335479736,-17.474760055541992
basic_math_65|v1|authority,basic_math_65,basic_math,hard,1,authority,B,,C,C,C,True,False,False,2.1083358000032604,54e80d55af538745041b3601a174388f55ed3d8401d42fc345ffdb69716364a7,-7.359560489654541,-7.628054141998291,-0.0011237615253776312,-20.596723556518555
basic_math_65|v1|doubt,basic_math_65,basic_math,hard,1,doubt,B,,C,C,C,True,False,False,2.0969668000470847,eefc2bc229daa18af5ad40966f6f83654a147a587e12c20da0600474a1e36f9f,-5.207545280456543,-5.009822368621826,-0.012221568264067173,-18.429508209228516
basic_math_65|v1|wrong_suggest,basic_math_65,basic_math,hard,1,wrong_suggest,B,A,A,A,A,True,False,False,2.109395599924028,bd9e0de591d31bd6a0c351c087ff659e00af6ff6ceeea412e5eeae6fa36af637,0.0,-19.825721740722656,-17.478824615478516,-22.005956649780273
reading_comprehension_7|v0|baseline,reading_comprehension_7,reading_comprehension,easy,0,baseline,A,,A,A,A,True,True,True,2.095146599924192,05fda9a72fda74b20092dbf9323b929e2f4fbf4934404418e5c4dabb558c7426,0.0,-27.213638305664062,-23.758825302124023,-24.02275276184082
reading_comprehension_7|v0|wrong_suggest,reading_comprehension_7,reading_comprehension,easy,0,wrong_suggest,A,B,A,A,A,True,True,True,2.103516500093974,26c36551f67642c8cd075f6a34426d3bc6ee77c8de06b15741fd91a8027f38cf,-1.1920935776288388e-06,-14.775145530700684,-14.215462684631348,-19.224164962768555
reading_comprehension_7|v0|authority,reading_comprehension_7,reading_comprehension,easy,0,authority,A,,A,A,A,True,True,True,2.093907499918714,94ad064055a9d93af634d455927580b3b51bc8f26fd123a320a43e844ac9947b,0.0,-20.071067810058594,-20.10074806213379,-22.117177963256836
